# x_m, y_m, w_tr_right_m, w_tr_left_m
-5.345593, -3.030473, 1.087901, 1.087901
-5.495362, -3.037579, 1.087901, 1.087901
-5.645198, -3.042947, 1.087901, 1.087901
-5.795118, -3.042687, 1.083686, 1.083686
-5.944819, -3.050874, 1.078492, 1.078492
-6.094738, -3.052953, 1.073138, 1.073138
-6.244558, -3.057119, 1.067636, 1.067636
-6.394339, -3.051557, 1.061997, 1.061997
-6.544189, -3.056535, 1.056233, 1.056233
-6.693831, -3.060445, 1.050355, 1.050355
-6.843175, -3.047550, 1.044375, 1.044375
-6.993019, -3.043108, 1.038304, 1.038304
-7.142886, -3.041811, 1.032153, 1.032153
-7.292531, -3.032443, 1.025933, 1.025933
-7.441847, -3.019761, 1.019654, 1.019654
-7.590672, -3.002079, 1.013327, 1.013327
-7.737076, -2.976438, 1.006961, 1.006961
-7.871023, -2.911610, 1.000565, 1.000565
-7.971651, -2.806129, 0.994151, 0.994151
-8.020523, -2.666737, 0.987725, 0.987725
-8.032558, -2.517671, 0.981297, 0.981297
-8.017158, -2.369591, 0.974874, 0.974874
-7.971383, -2.227388, 0.968465, 0.968465
-7.906027, -2.092645, 0.962076, 0.962076
-7.827459, -1.965165, 0.955715, 0.955715
-7.744610, -1.840256, 0.949388, 0.949388
-7.667992, -1.711415, 0.943101, 0.943101
-7.584853, -1.587295, 0.936858, 0.936858
-7.488788, -1.472189, 0.930667, 0.930667
-7.394540, -1.355657, 0.924530, 0.924530
-7.300423, -1.239011, 0.918452, 0.918452
-7.204110, -1.124104, 0.912437, 0.912437
-7.109902, -1.007467, 0.906489, 0.906489
-7.017258, -0.889577, 0.900610, 0.900610
-6.928019, -0.769141, 0.894802, 0.894802
-6.847418, -0.642893, 0.889068, 0.889068
-6.783964, -0.507659, 0.883409, 0.883409
-6.747607, -0.363151, 0.877827, 0.877827
-6.746514, -0.214576, 0.872323, 0.872323
-6.769344, -0.066395, 0.866897, 0.866897
-6.814818, 0.073905, 0.861550, 0.861550
-6.889114, 0.204109, 0.856282, 0.856282
-6.966156, 0.332450, 0.851092, 0.851092
-7.060978, 0.447731, 0.845979, 0.845979
-7.158236, 0.560473, 0.840944, 0.840944
-7.244199, 0.682986, 0.835985, 0.835985
-7.334091, 0.802702, 0.831101, 0.831101
-7.419481, 0.925803, 0.826291, 0.826291
-7.498212, 1.052039, 0.821553, 0.821553
-7.565998, 1.185105, 0.816885, 0.816885
-7.636723, 1.316160, 0.812285, 0.812285
-7.686167, 1.457700, 0.807753, 0.807753
-7.737504, 1.598467, 0.803285, 0.803285
-7.794390, 1.737185, 0.798881, 0.798881
-7.844769, 1.878264, 0.794538, 0.794538
-7.877390, 2.023955, 0.790254, 0.790254
-7.880925, 2.173058, 0.786028, 0.786028
-7.847842, 2.317331, 0.781857, 0.781857
-7.766930, 2.441140, 0.777740, 0.777740
-7.647234, 2.529595, 0.773675, 0.773675
-7.507911, 2.584253, 0.769661, 0.769661
-7.361860, 2.613333, 0.765696, 0.765696
-7.212355, 2.601988, 0.761779, 0.761779
-7.063126, 2.587579, 0.757909, 0.757909
-6.914271, 2.569774, 0.754085, 0.754085
-6.764754, 2.559463, 0.750306, 0.750306
-6.614830, 2.558486, 0.746571, 0.746571
-6.465090, 2.556279, 0.742881, 0.742881
-6.315658, 2.546045, 0.739235, 0.739235
-6.165722, 2.546641, 0.735634, 0.735634
-6.015787, 2.546539, 0.732076, 0.732076
-5.866000, 2.541696, 0.728564, 0.728564
-5.716442, 2.537869, 0.725097, 0.725097
-5.566945, 2.538364, 0.721678, 0.721678
-5.417701, 2.523960, 0.718305, 0.718305
-5.268335, 2.519886, 0.714983, 0.714983
-5.118783, 2.521457, 0.711711, 0.711711
-4.969094, 2.513338, 0.708491, 0.708491
-4.819466, 2.504656, 0.705326, 0.705326
-4.670057, 2.503581, 0.702219, 0.702219
-4.520502, 2.504816, 0.699170, 0.699170
-4.370863, 2.495349, 0.696183, 0.696183
-4.221070, 2.491523, 0.693260, 0.693260
-4.071755, 2.481862, 0.690404, 0.690404
-3.922556, 2.467335, 0.687618, 0.687618
-3.773003, 2.456638, 0.684904, 0.684904
-3.623458, 2.445820, 0.682265, 0.682265
-3.473739, 2.438275, 0.679704, 0.679704
