# x_m, y_m, w_tr_right_m, w_tr_left_m
15.865159, -0.370824, 0.513144, 0.504925
15.964926, -0.367835, 0.516134, 0.537139
16.064209, -0.357511, 0.526470, 0.578521
16.162441, -0.340058, 0.543966, 0.622355
16.257889, -0.311222, 0.572946, 0.659696
16.349235, -0.271175, 0.600612, 0.696226
16.432730, -0.216827, 0.629809, 0.716924
16.501978, -0.145244, 0.690876, 0.717504
16.552568, -0.059399, 0.774338, 0.708391
16.585249, 0.034707, 0.868787, 0.693500
16.601002, 0.133119, 0.967705, 0.675296
16.601094, 0.232810, 0.911976, 0.655846
16.586164, 0.331397, 0.849845, 0.636196
16.558566, 0.427233, 0.801593, 0.605662
16.520119, 0.519295, 0.747623, 0.577068
16.473198, 0.607366, 0.706794, 0.555549
16.417236, 0.690009, 0.672470, 0.540978
16.355763, 0.768643, 0.639390, 0.537829
16.292421, 0.845810, 0.613758, 0.544589
16.227273, 0.921444, 0.585432, 0.552011
16.160390, 0.995557, 0.563803, 0.557124
16.091596, 1.067902, 0.540986, 0.559635
16.020504, 1.137975, 0.524032, 0.558919
15.947229, 1.205772, 0.508858, 0.555059
15.871240, 1.270502, 0.497494, 0.547134
15.794227, 1.334018, 0.489923, 0.518029
15.716111, 1.396187, 0.479936, 0.485178
15.638419, 1.458882, 0.475316, 0.456340
15.561437, 1.522445, 0.461838, 0.434554
15.484351, 1.585875, 0.450153, 0.400164
15.409976, 1.652453, 0.439054, 0.384069
15.338296, 1.721928, 0.413273, 0.382508
15.270071, 1.794792, 0.388217, 0.385785
15.203924, 1.869568, 0.356361, 0.391882
15.142336, 1.948107, 0.340528, 0.403852
15.084496, 2.029458, 0.348799, 0.420454
15.032673, 2.114751, 0.374023, 0.444094
14.990415, 2.205146, 0.368899, 0.451616
14.960161, 2.300184, 0.362898, 0.488580
14.943946, 2.398571, 0.359722, 0.547021
14.947103, 2.498073, 0.364688, 0.539432
14.967106, 2.595770, 0.379699, 0.484073
14.999443, 2.690102, 0.388537, 0.450337
15.042909, 2.779905, 0.405997, 0.442815
15.094535, 2.865323, 0.407442, 0.418902
15.151052, 2.947598, 0.412512, 0.400687
15.211605, 3.026955, 0.425818, 0.387394
15.275129, 3.103968, 0.435361, 0.377858
15.342194, 3.177880, 0.440204, 0.373017
15.412575, 3.248685, 0.440504, 0.385285
15.485304, 3.317058, 0.437425, 0.411330
15.559780, 3.383544, 0.406796, 0.416972
15.634012, 3.450300, 0.391177, 0.422251
15.708219, 3.517076, 0.400641, 0.427498
15.782361, 3.583930, 0.416651, 0.432645
15.855215, 3.652175, 0.430534, 0.435900
15.927243, 3.721302, 0.458787, 0.444540
15.997571, 3.792153, 0.481326, 0.458332
16.066565, 3.864301, 0.506683, 0.471270
16.132425, 3.939313, 0.530019, 0.464794
16.196874, 4.015557, 0.559316, 0.456446
16.261459, 4.091686, 0.593892, 0.464650
16.324857, 4.168803, 0.625210, 0.481270
16.384180, 4.249093, 0.661184, 0.504384
16.439091, 4.332436, 0.701102, 0.540317
16.486890, 4.419991, 0.748814, 0.584118
16.525150, 4.512160, 0.807051, 0.631979
16.552591, 4.608041, 0.873046, 0.681817
16.566792, 4.706727, 0.951562, 0.721068
16.566167, 4.806407, 0.961035, 0.756391
16.548945, 4.904545, 0.862490, 0.778173
16.514040, 4.997873, 0.768424, 0.787660
16.462565, 5.083237, 0.684824, 0.784245
16.393522, 5.155119, 0.611501, 0.764303
16.311486, 5.211703, 0.554597, 0.725771
16.221568, 5.254804, 0.511551, 0.679118
16.126975, 5.286498, 0.479974, 0.633018
16.029715, 5.308857, 0.457705, 0.590848
15.930961, 5.323360, 0.443250, 0.551082
15.831462, 5.331344, 0.435284, 0.509596
15.731706, 5.335158, 0.431476, 0.481278
15.631895, 5.336511, 0.430124, 0.470297
15.532084, 5.334570, 0.432064, 0.468358
15.432264, 5.332953, 0.433681, 0.466742
15.332464, 5.330331, 0.436301, 0.464123
15.232792, 5.324855, 0.441779, 0.467439
15.133108, 5.319394, 0.447242, 0.484210
15.033458, 5.313402, 0.453236, 0.508431
14.933974, 5.305248, 0.461397, 0.548074
14.834996, 5.292285, 0.474384, 0.597889
14.736600, 5.275440, 0.491272, 0.634512
14.638760, 5.255602, 0.511176, 0.676603
14.541379, 5.233609, 0.537964, 0.728207
14.444315, 5.210255, 0.582105, 0.763762
14.347396, 5.186302, 0.630067, 0.800563
14.250441, 5.162500, 0.653915, 0.847720
14.153267, 5.139603, 0.676862, 0.900366
14.055708, 5.118419, 0.698094, 0.885277
13.957639, 5.099745, 0.716808, 0.845448
13.858990, 5.084438, 0.732141, 0.819286
13.759777, 5.073404, 0.743188, 0.808303
13.660235, 5.065815, 0.750781, 0.800744
13.560540, 5.060720, 0.755878, 0.795667
13.460726, 5.058857, 0.757740, 0.793811
13.360899, 5.059031, 0.757567, 0.793986
13.261068, 5.059362, 0.757235, 0.794320
13.161283, 5.062369, 0.754231, 0.797327
13.061473, 5.064480, 0.752122, 0.799438
12.961667, 5.066296, 0.750307, 0.801255
12.861832, 5.066296, 0.750307, 0.801257
12.761997, 5.066296, 0.750306, 0.801259
12.662162, 5.066296, 0.750306, 0.801261
12.562327, 5.066296, 0.750306, 0.801263
12.462493, 5.066296, 0.750306, 0.801265
12.362658, 5.066296, 0.750305, 0.801268
12.262823, 5.066296, 0.750305, 0.801270
12.163026, 5.068867, 0.747736, 0.803841
12.063201, 5.070215, 0.746389, 0.805190
11.963368, 5.070111, 0.746493, 0.805668
11.863543, 5.068727, 0.747875, 0.817159
11.763740, 5.066240, 0.750363, 0.839376
11.663964, 5.062822, 0.753780, 0.846888
11.564217, 5.058649, 0.757955, 0.842720
11.464495, 5.053893, 0.762711, 0.837971
11.364794, 5.048728, 0.767878, 0.832813
11.265106, 5.043327, 0.773281, 0.827420
11.165421, 5.037861, 0.778748, 0.821964
11.065730, 5.032505, 0.784106, 0.816615
10.966024, 5.027429, 0.789183, 0.811548
10.866297, 5.022808, 0.793806, 0.806933
10.766542, 5.018813, 0.797801, 0.802944
10.666759, 5.015619, 0.800994, 0.799755
10.566949, 5.013400, 0.803213, 0.797540
10.467121, 5.012331, 0.804282, 0.796473
10.367288, 5.012586, 0.804027, 0.796728
10.267470, 5.014337, 0.802277, 0.798480
10.167665, 5.016296, 0.800319, 0.800441
10.067830, 5.016296, 0.800319, 0.800442
9.967996, 5.016296, 0.800319, 0.800443
9.868161, 5.016296, 0.800318, 0.800445
9.768326, 5.016296, 0.800318, 0.800446
9.668491, 5.016296, 0.800318, 0.800447
9.568657, 5.016296, 0.800318, 0.800448
9.468822, 5.016296, 0.800317, 0.800450
9.368987, 5.016296, 0.800317, 0.800451
9.269152, 5.016296, 0.800317, 0.800452
9.169317, 5.016296, 0.800317, 0.800454
9.069483, 5.016296, 0.800316, 0.800455
8.969648, 5.016296, 0.800316, 0.800456
8.869813, 5.016296, 0.800316, 0.800457
8.769978, 5.016296, 0.800316, 0.800459
8.670144, 5.016296, 0.800315, 0.800460
8.570309, 5.016296, 0.800315, 0.800461
8.470474, 5.016296, 0.800315, 0.800463
8.370639, 5.016296, 0.800315, 0.800464
8.270832, 5.014954, 0.801657, 0.799125
8.171000, 5.015753, 0.804038, 0.799925
8.071168, 5.016466, 0.806895, 0.803446
7.971335, 5.017092, 0.822045, 0.819124
7.871502, 5.017630, 0.848667, 0.846285
7.771668, 5.018082, 0.848216, 0.851813
7.671834, 5.018447, 0.847851, 0.852178
7.572000, 5.018725, 0.847573, 0.852456
7.472165, 5.018915, 0.847382, 0.852647
7.372330, 5.019019, 0.847279, 0.852752
7.272495, 5.019036, 0.847262, 0.852769
7.172661, 5.018966, 0.847332, 0.852699
7.072826, 5.018809, 0.847489, 0.852542
6.972992, 5.018565, 0.847733, 0.852298
6.873157, 5.018233, 0.848064, 0.851968
6.773323, 5.017815, 0.848482, 0.851550
6.673490, 5.017310, 0.848987, 0.851045
6.573657, 5.016718, 0.849579, 0.850454
6.473824, 5.016039, 0.850258, 0.849775
6.373993, 5.015274, 0.851024, 0.849009
6.274175, 5.015614, 0.850683, 0.849351
6.174352, 5.016296, 0.850002, 0.850033
6.074517, 5.016296, 0.850002, 0.850033
5.974682, 5.016296, 0.850002, 0.850033
5.874847, 5.016296, 0.850002, 0.850034
5.775013, 5.016296, 0.850001, 0.850034
5.675178, 5.016296, 0.847702, 0.850034
5.575343, 5.016296, 0.820114, 0.850035
5.475508, 5.016296, 0.804058, 0.850035
5.375673, 5.016296, 0.800229, 0.850035
5.275839, 5.016296, 0.806011, 0.850036
5.176004, 5.016296, 0.814813, 0.850036
5.076169, 5.016296, 0.835536, 0.850037
4.976334, 5.016296, 0.850936, 0.850037
4.876500, 5.016296, 0.850936, 0.850037
4.776665, 5.016296, 0.850937, 0.850038
4.676830, 5.016296, 0.850937, 0.854947
4.576995, 5.016296, 0.850937, 0.871343
4.477160, 5.016296, 0.850938, 0.897214
4.377326, 5.016296, 0.850938, 0.900088
4.277491, 5.016296, 0.850938, 0.900087
4.177656, 5.016296, 0.850939, 0.900087
4.077821, 5.016296, 0.850939, 0.900086
