# x_m, y_m, w_tr_right_m, w_tr_left_m
-7.687290, -3.051145, 1.071483, 1.071483
-7.837475, -3.052500, 1.078795, 1.078795
-7.986884, -3.037697, 1.086135, 1.086135
-8.133111, -3.003957, 1.093490, 1.093490
-8.264628, -2.933538, 1.100845, 1.100845
-8.353903, -2.818688, 1.108185, 1.108185
-8.400862, -2.678190, 1.115496, 1.115496
-8.405836, -2.530450, 1.122762, 1.122762
-8.375353, -2.383489, 1.129968, 1.129968
-8.355353, -2.234673, 1.137098, 1.137098
-8.320174, -2.088660, 1.144136, 1.144136
-8.260986, -1.950902, 1.151068, 1.151068
-8.186066, -1.820993, 1.157876, 1.157876
-8.114142, -1.689286, 1.164546, 1.164546
-8.031208, -1.565418, 1.171061, 1.171061
-7.934766, -1.450325, 1.177407, 1.177407
-7.848375, -1.328184, 1.183566, 1.183566
-7.774433, -1.198414, 1.189525, 1.189525
-7.670851, -1.089756, 1.195268, 1.195268
-7.579169, -0.970795, 1.200780, 1.200780
-7.491016, -0.849555, 1.202222, 1.202222
-7.446699, -0.706059, 1.202222, 1.202222
-7.414412, -0.560456, 1.202222, 1.202222
-7.434026, -0.411602, 1.202222, 1.202222
-7.465928, -0.264913, 1.202222, 1.202222
-7.518906, -0.124376, 1.202222, 1.202222
-7.605299, -0.001780, 1.202222, 1.202222
-7.700568, 0.114280, 1.202222, 1.202222
-7.790914, 0.234200, 1.202222, 1.202222
-7.865197, 0.364255, 1.202222, 1.202222
-7.934127, 0.497692, 1.202222, 1.202222
-8.013802, 0.624325, 1.202222, 1.202222
-8.104964, 0.743680, 1.202222, 1.202222
-8.189440, 0.867367, 1.202222, 1.202222
-8.255214, 1.002246, 1.202222, 1.202222
-8.306841, 1.143284, 1.202222, 1.202222
-8.355073, 1.285521, 1.202222, 1.202222
-8.407009, 1.426443, 1.202222, 1.202222
-8.452319, 1.569601, 1.202222, 1.202222
-8.493626, 1.713992, 1.202222, 1.202222
-8.500898, 1.861928, 1.202222, 1.202222
-8.473774, 2.008935, 1.202222, 1.202222
-8.413504, 2.144620, 1.202222, 1.202222
-8.320120, 2.261110, 1.202222, 1.202222
-8.199940, 2.347307, 1.202222, 1.202222
-8.060991, 2.403869, 1.202222, 1.202222
-7.916494, 2.442612, 1.202222, 1.202222
-7.767445, 2.455639, 1.202222, 1.202222
-7.617491, 2.454806, 1.202222, 1.202222
-7.467780, 2.463976, 1.202222, 1.202222
-7.317807, 2.456387, 1.200359, 1.200359
-7.168350, 2.441549, 1.194038, 1.194038
-7.018791, 2.427787, 1.187350, 1.187350
-6.868621, 2.425427, 1.180303, 1.180303
-6.718517, 2.420380, 1.172907, 1.172907
-6.568394, 2.423340, 1.165175, 1.165175
-6.419339, 2.408188, 1.157116, 1.157116
-6.271213, 2.383500, 1.148744, 1.148744
-6.122027, 2.368610, 1.140071, 1.140071
-5.972535, 2.355016, 1.131110, 1.131110
-5.823305, 2.353163, 1.121875, 1.121875
-5.673660, 2.365147, 1.112380, 1.112380
-5.524351, 2.360654, 1.102642, 1.102642
-5.376395, 2.334880, 1.092673, 1.092673
-5.227812, 2.313285, 1.082492, 1.082492
-5.078151, 2.301127, 1.072112, 1.072112
-4.927983, 2.299501, 1.061552, 1.061552
-4.778128, 2.309542, 1.050827, 1.050827
-4.627996, 2.306273, 1.039955, 1.039955
-4.477975, 2.299213, 1.028952, 1.028952
-4.328116, 2.306501, 1.017836, 1.017836
-4.178152, 2.314653, 1.006624, 1.006624
-4.028027, 2.315818, 0.995333, 0.995333
-3.877840, 2.315164, 0.983982, 0.983982
-3.727663, 2.316777, 0.972586, 0.972586
-3.577937, 2.310400, 0.961164, 0.961164
-3.428333, 2.300248, 0.949733, 0.949733
-3.278279, 2.304208, 0.938308, 0.938308
-3.128477, 2.310356, 0.926905, 0.926905
-2.978521, 2.302846, 0.915537, 0.915537
-2.828347, 2.304150, 0.904215, 0.904215
-2.678301, 2.310762, 0.892944, 0.892944
