# x_m, y_m, w_tr_right_m, w_tr_left_m
-8.366723, 3.628327, 0.796315, 0.796315
-8.515604, 3.609099, 0.796315, 0.796315
-8.663792, 3.627585, 0.796315, 0.796315
-8.813257, 3.637385, 0.796315, 0.796315
-8.963230, 3.634429, 0.796315, 0.796315
-9.113000, 3.624420, 0.796315, 0.796315
-9.262213, 3.609570, 0.794605, 0.794605
-9.406458, 3.567992, 0.792178, 0.792178
-9.529263, 3.487576, 0.789658, 0.789658
-9.630425, 3.379245, 0.787051, 0.787051
-9.699075, 3.245743, 0.784360, 0.784360
-9.738403, 3.101657, 0.781590, 0.781590
-9.746099, 2.954081, 0.778748, 0.778748
-9.721346, 2.806316, 0.775838, 0.775838
-9.677128, 2.662858, 0.772864, 0.772864
-9.637542, 2.518059, 0.769833, 0.769833
-9.577402, 2.381291, 0.766749, 0.766749
-9.502288, 2.251505, 0.763618, 0.763618
-9.429453, 2.120932, 0.760444, 0.760444
-9.368686, 1.984585, 0.757234, 0.757234
-9.272251, 1.869538, 0.753993, 0.753993
-9.194157, 1.741513, 0.750725, 0.750725
-9.110613, 1.616904, 0.747436, 0.747436
-9.013390, 1.503265, 0.744131, 0.744131
-8.914496, 1.391004, 0.740816, 0.740816
-8.821412, 1.274420, 0.737495, 0.737495
-8.705609, 1.179218, 0.734173, 0.734173
-8.616567, 1.058360, 0.730856, 0.730856
-8.519491, 0.943894, 0.727548, 0.727548
-8.439548, 0.817267, 0.724254, 0.724254
-8.356274, 0.692465, 0.720979, 0.720979
-8.305769, 0.553551, 0.717727, 0.717727
-8.263764, 0.409574, 0.714503, 0.714503
-8.248133, 0.262536, 0.711311, 0.711311
-8.235477, 0.113638, 0.708155, 0.708155
-8.245910, -0.033442, 0.705039, 0.705039
-8.285195, -0.178242, 0.701968, 0.701968
-8.346691, -0.313938, 0.698944, 0.698944
-8.421623, -0.443990, 0.695972, 0.695972
-8.502397, -0.569911, 0.693055, 0.693055
-8.596319, -0.687018, 0.690197, 0.690197
-8.689464, -0.804668, 0.687399, 0.687399
-8.772419, -0.929783, 0.684666, 0.684666
-8.873028, -1.041069, 0.682000, 0.682000
-8.967990, -1.157242, 0.679403, 0.679403
-9.054941, -1.279441, 0.676878, 0.676878
-9.134439, -1.406697, 0.674426, 0.674426
-9.209158, -1.536888, 0.672051, 0.672051
-9.287662, -1.664844, 0.669753, 0.669753
-9.333671, -1.807073, 0.667534, 0.667534
-9.369090, -1.952892, 0.665395, 0.665395
-9.403943, -2.098882, 0.663338, 0.663338
-9.438576, -2.244817, 0.661363, 0.661363
-9.461532, -2.393169, 0.659472, 0.659472
-9.464388, -2.543223, 0.657664, 0.657664
-9.473692, -2.692983, 0.655941, 0.655941
-9.463341, -2.838713, 0.654301, 0.654301
-9.401911, -2.975686, 0.652746, 0.652746
-9.307878, -3.091880, 0.651274, 0.651274
-9.200093, -3.195401, 0.649886, 0.649886
-9.078786, -3.280135, 0.648581, 0.648581
-8.929876, -3.299135, 0.647357, 0.647357
-8.783370, -3.331336, 0.646215, 0.646215
-8.635439, -3.334656, 0.645153, 0.645153
-8.485979, -3.321321, 0.644168, 0.644168
-8.336171, -3.311927, 0.643261, 0.643261
-8.186827, -3.297288, 0.642430, 0.642430
-8.038980, -3.271277, 0.641671, 0.641671
-7.890522, -3.249022, 0.640985, 0.640985
-7.740692, -3.245079, 0.640368, 0.640368
-7.593060, -3.222701, 0.639818, 0.639818
-7.444673, -3.207270, 0.639333, 0.639333
-7.295652, -3.196206, 0.638910, 0.638910
-7.147815, -3.171328, 0.638548, 0.638548
-6.998683, -3.157354, 0.638242, 0.638242
-6.855472, -3.112343, 0.637991, 0.637991
-6.706959, -3.091825, 0.637792, 0.637792
-6.557922, -3.073840, 0.637641, 0.637641
-6.409880, -3.049478, 0.637536, 0.637536
-6.261162, -3.035257, 0.637474, 0.637474
-6.111156, -3.032712, 0.637451, 0.637451
-5.961311, -3.024065, 0.637464, 0.637464
-5.811226, -3.020913, 0.637511, 0.637511
-5.661140, -3.017832, 0.637587, 0.637587
-5.511035, -3.019186, 0.637690, 0.637690
-5.360957, -3.016735, 0.637816, 0.637816
-5.210865, -3.016479, 0.637962, 0.637962
-5.060819, -3.020553, 0.638125, 0.638125
-4.911047, -3.029874, 0.638302, 0.638302
-4.761695, -3.045016, 0.638489, 0.638489
-4.612321, -3.059676, 0.638683, 0.638683
-4.462203, -3.060044, 0.638881, 0.638881
-4.312405, -3.050823, 0.639080, 0.639080
-4.162388, -3.046726, 0.639276, 0.639276
-4.012275, -3.045729, 0.639467, 0.639467
-3.864907, -3.026409, 0.639650, 0.639650
-3.719288, -2.998163, 0.639821, 0.639821
-3.569601, -3.003849, 0.639979, 0.639979
-3.421035, -2.982320, 0.640120, 0.640120
-3.275100, -2.947207, 0.640241, 0.640241
-3.126622, -2.926213, 0.640340, 0.640340
-2.977308, -2.910785, 0.640415, 0.640415
-2.828914, -2.918919, 0.640463, 0.640463
-2.680597, -2.934254, 0.640483, 0.640483
-2.530776, -2.925009, 0.640470, 0.640470
-2.381192, -2.913585, 0.640425, 0.640425
-2.231348, -2.922638, 0.640345, 0.640345
-2.082165, -2.907600, 0.640228, 0.640228
-1.932706, -2.893676, 0.640072, 0.640072
-1.784549, -2.870756, 0.639876, 0.639876
-1.635984, -2.859451, 0.639638, 0.639638
-1.486004, -2.864673, 0.639358, 0.639358
-1.335890, -2.864971, 0.639034, 0.639034
-1.185793, -2.867416, 0.638665, 0.638665
-1.035675, -2.867668, 0.638250, 0.638250
-0.885652, -2.862602, 0.637788, 0.637788
-0.735586, -2.863938, 0.637279, 0.637279
-0.586241, -2.853108, 0.636723, 0.636723
-0.436816, -2.839913, 0.636118, 0.636118
-0.286830, -2.833878, 0.635465, 0.635465
-0.136844, -2.828556, 0.634764, 0.634764
0.012815, -2.817861, 0.634014, 0.634014
0.162675, -2.826649, 0.633217, 0.633217
0.312724, -2.830974, 0.632371, 0.632371
0.461318, -2.813472, 0.631478, 0.631478
0.609860, -2.791912, 0.630537, 0.630537
0.758606, -2.771674, 0.629550, 0.629550
0.907696, -2.756226, 0.628518, 0.628518
1.057465, -2.749674, 0.627440, 0.627440
1.205683, -2.726003, 0.626319, 0.626319
1.355699, -2.720473, 0.625154, 0.625154
1.504940, -2.734858, 0.623948, 0.623948
1.653961, -2.726490, 0.622701, 0.622701
1.802713, -2.706337, 0.621415, 0.621415
1.951901, -2.696604, 0.620091, 0.620091
2.101648, -2.695983, 0.618730, 0.618730
2.250843, -2.682003, 0.617334, 0.617334
2.400708, -2.690707, 0.615905, 0.615905
2.548382, -2.664085, 0.614443, 0.614443
2.697733, -2.650134, 0.612952, 0.612952
2.847587, -2.651752, 0.611431, 0.611431
2.994658, -2.633506, 0.609884, 0.609884
3.141322, -2.611307, 0.608312, 0.608312
3.291316, -2.616817, 0.606717, 0.606717
3.441392, -2.616409, 0.605100, 0.605100
3.591123, -2.605635, 0.603463, 0.603463
3.741144, -2.600364, 0.601809, 0.601809
3.888918, -2.575599, 0.600138, 0.600138
4.036739, -2.549531, 0.598454, 0.598454
4.185840, -2.535778, 0.596757, 0.596757
4.334937, -2.523350, 0.595050, 0.595050
4.482804, -2.498562, 0.593334, 0.593334
4.632593, -2.489227, 0.591612, 0.591612
4.782676, -2.492467, 0.589884, 0.589884
4.931143, -2.471343, 0.588153, 0.588153
5.080707, -2.460028, 0.586420, 0.586420
5.230706, -2.454342, 0.584687, 0.584687
5.380778, -2.450686, 0.582955, 0.582955
5.530527, -2.442676, 0.581227, 0.581227
5.679807, -2.427194, 0.579503, 0.579503
5.829675, -2.418967, 0.577786, 0.577786
5.979782, -2.420745, 0.576076, 0.576076
6.129810, -2.415929, 0.574375, 0.574375
6.279873, -2.417567, 0.572683, 0.572683
6.429736, -2.425636, 0.571003, 0.571003
6.579545, -2.427129, 0.569336, 0.569336
6.729370, -2.417844, 0.567682, 0.567682
6.879136, -2.407757, 0.566042, 0.566042
7.029116, -2.401382, 0.564418, 0.564418
7.178894, -2.391292, 0.562811, 0.562811
7.328976, -2.391793, 0.561220, 0.561220
7.479050, -2.389018, 0.559647, 0.559647
7.629149, -2.387459, 0.558093, 0.558093
7.779140, -2.391742, 0.556557, 0.556557
7.929053, -2.395248, 0.555041, 0.555041
8.078523, -2.384545, 0.553545, 0.553545
8.225956, -2.362504, 0.552070, 0.552070
8.370345, -2.403578, 0.550614, 0.550614
8.519688, -2.414778, 0.549180, 0.549180
8.669697, -2.420345, 0.547767, 0.547767
8.819778, -2.422903, 0.546375, 0.546375
8.969791, -2.420466, 0.545004, 0.545004
9.119504, -2.409445, 0.543654, 0.543654
9.263869, -2.369732, 0.542325, 0.542325
9.392941, -2.300749, 0.541017, 0.541017
9.502735, -2.198394, 0.539730, 0.539730
9.603095, -2.086755, 0.538463, 0.538463
9.697093, -1.969918, 0.537217, 0.537217
9.779239, -1.845766, 0.535991, 0.535991
9.819841, -1.701243, 0.534784, 0.534784
9.823817, -1.552247, 0.533597, 0.533597
9.831349, -1.402806, 0.532429, 0.532429
9.838335, -1.254259, 0.531280, 0.531280
9.812634, -1.106409, 0.530149, 0.530149
9.804555, -0.956509, 0.529036, 0.529036
9.790752, -0.807043, 0.527940, 0.527940
9.789170, -0.657215, 0.526862, 0.526862
9.786071, -0.507343, 0.525800, 0.525800
9.775124, -0.357625, 0.524755, 0.524755
9.765633, -0.207828, 0.523725, 0.523725
9.761969, -0.057755, 0.522711, 0.522711
9.747570, 0.091669, 0.521712, 0.521712
9.724697, 0.239982, 0.520728, 0.520728
9.702054, 0.388375, 0.519759, 0.519759
9.681201, 0.537035, 0.518804, 0.518804
9.657403, 0.685158, 0.517863, 0.517863
9.627877, 0.832277, 0.516937, 0.516937
9.608373, 0.981120, 0.516024, 0.516024
9.611978, 1.131195, 0.515126, 0.515126
9.625285, 1.280663, 0.514241, 0.514241
9.618181, 1.429827, 0.513370, 0.513370
9.602612, 1.579121, 0.512514, 0.512514
9.593382, 1.728839, 0.511671, 0.511671
9.591984, 1.878950, 0.510843, 0.510843
9.588946, 2.028889, 0.510031, 0.510031
9.550227, 2.173927, 0.509233, 0.509233
9.519024, 2.320729, 0.508452, 0.508452
9.510194, 2.469959, 0.507686, 0.507686
9.485354, 2.616286, 0.506938, 0.506938
9.432662, 2.756518, 0.506208, 0.506208
9.360194, 2.887031, 0.505496, 0.505496
9.275268, 3.010028, 0.504804, 0.504804
9.205846, 3.141698, 0.504132, 0.504132
9.090929, 3.238068, 0.503481, 0.503481
8.950931, 3.292253, 0.502854, 0.502854
8.813949, 3.353631, 0.502250, 0.502250
8.677287, 3.415751, 0.501671, 0.501671
8.531318, 3.444925, 0.501119, 0.501119
8.383292, 3.469507, 0.500595, 0.500595
8.234827, 3.476447, 0.500100, 0.500100
8.085233, 3.464260, 0.499637, 0.499637
7.935953, 3.451321, 0.499206, 0.499206
7.788758, 3.422649, 0.498810, 0.498810
7.638653, 3.420687, 0.498451, 0.498451
7.488981, 3.409467, 0.498129, 0.498129
7.338980, 3.405496, 0.497848, 0.497848
7.188883, 3.403074, 0.497610, 0.497610
7.038965, 3.406775, 0.497415, 0.497415
6.889352, 3.418917, 0.497267, 0.497267
6.739846, 3.431857, 0.497167, 0.497167
6.589856, 3.437457, 0.497119, 0.497119
6.440662, 3.454087, 0.497123, 0.497123
6.291968, 3.437850, 0.497182, 0.497182
6.149157, 3.394314, 0.497298, 0.497298
6.016070, 3.326753, 0.497474, 0.497474
5.900714, 3.233781, 0.497712, 0.497712
5.813883, 3.111376, 0.498014, 0.498014
5.738446, 2.981589, 0.498383, 0.498383
5.699373, 2.837592, 0.498820, 0.498820
