# x_m, y_m, w_tr_right_m, w_tr_left_m
12.639446, -0.226547, 0.830774, 0.925569
12.738836, -0.237087, 0.805773, 0.914668
12.838448, -0.245316, 0.794993, 0.906116
12.938365, -0.247697, 0.792616, 0.886561
13.038317, -0.247730, 0.792588, 0.862766
13.138265, -0.246572, 0.793748, 0.831862
13.238217, -0.245484, 0.794840, 0.806528
13.338148, -0.243391, 0.796935, 0.775242
13.438089, -0.241455, 0.798872, 0.756129
13.538022, -0.239774, 0.800556, 0.750217
13.637958, -0.241298, 0.799036, 0.751742
13.737897, -0.243323, 0.797016, 0.753768
13.837856, -0.243818, 0.786318, 0.754265
13.937812, -0.242956, 0.761484, 0.753405
14.037751, -0.240913, 0.750449, 0.751363
14.137665, -0.237862, 0.753489, 0.748315
14.237550, -0.233980, 0.757360, 0.744434
14.337454, -0.230947, 0.760383, 0.741402
14.437403, -0.232155, 0.759171, 0.742611
14.537332, -0.234695, 0.756630, 0.745152
14.637278, -0.236249, 0.755073, 0.755820
14.737223, -0.235002, 0.756311, 0.775353
14.837010, -0.229424, 0.761881, 0.792411
14.936258, -0.217802, 0.773518, 0.815604
15.034140, -0.197795, 0.793494, 0.842046
15.128829, -0.166101, 0.808566, 0.867820
15.217233, -0.119822, 0.832948, 0.888981
15.292230, -0.054299, 0.888362, 0.897811
15.346109, 0.029315, 0.969251, 0.889786
15.376903, 0.124198, 1.064053, 0.867166
15.386236, 0.223482, 1.118114, 0.834063
15.380794, 0.323213, 1.058957, 0.797540
15.361774, 0.421273, 1.003728, 0.759083
15.334781, 0.517484, 0.950202, 0.724380
15.301602, 0.611755, 0.888577, 0.695921
15.263663, 0.704219, 0.838877, 0.671235
15.218412, 0.793331, 0.806294, 0.647304
15.169600, 0.880556, 0.779008, 0.634270
15.118464, 0.966437, 0.754348, 0.634175
15.064454, 1.050545, 0.733002, 0.641283
15.010834, 1.134906, 0.711203, 0.640112
14.956739, 1.218952, 0.689968, 0.645515
14.898150, 1.299925, 0.674113, 0.640132
14.835281, 1.377607, 0.663630, 0.644913
14.770098, 1.453390, 0.656133, 0.640480
14.703009, 1.527477, 0.637722, 0.626055
14.634424, 1.600197, 0.616267, 0.610114
14.565288, 1.672389, 0.611389, 0.594390
14.495801, 1.744239, 0.609726, 0.586125
14.426268, 1.816041, 0.608129, 0.570993
14.359716, 1.890624, 0.602456, 0.566820
14.295829, 1.967462, 0.577385, 0.554102
14.236027, 2.047557, 0.545258, 0.554136
14.178728, 2.129457, 0.527227, 0.571585
14.131054, 2.217294, 0.498590, 0.567003
14.090533, 2.308632, 0.480182, 0.575432
14.064487, 2.404953, 0.466914, 0.614597
14.052890, 2.504165, 0.460082, 0.678050
14.055231, 2.603957, 0.460931, 0.617742
14.072288, 2.702332, 0.468568, 0.573601
14.102594, 2.797493, 0.476439, 0.548833
14.142417, 2.889113, 0.486254, 0.526996
14.189485, 2.977257, 0.503485, 0.518834
14.242403, 3.062043, 0.500970, 0.496175
14.298927, 3.144480, 0.513926, 0.477783
14.357436, 3.225526, 0.529801, 0.479583
14.417802, 3.305190, 0.530598, 0.484615
14.480462, 3.383071, 0.522586, 0.493892
14.541987, 3.461850, 0.517938, 0.496178
14.603512, 3.540634, 0.510178, 0.486227
14.664336, 3.619951, 0.522671, 0.495749
14.722175, 3.701476, 0.520992, 0.488729
14.779099, 3.783624, 0.521428, 0.475543
14.832106, 3.868360, 0.543987, 0.478484
14.882003, 3.954976, 0.548984, 0.457528
14.928049, 4.043691, 0.564220, 0.433582
14.971809, 4.133560, 0.597112, 0.429465
15.011083, 4.225449, 0.612419, 0.443443
15.047995, 4.318343, 0.638484, 0.476042
15.084137, 4.411540, 0.663059, 0.525222
15.115118, 4.506570, 0.695420, 0.583302
15.142742, 4.602628, 0.738131, 0.649156
15.163983, 4.700254, 0.771278, 0.710909
15.178547, 4.799124, 0.817949, 0.774821
15.183540, 4.898857, 0.881006, 0.838904
15.177308, 4.998560, 0.951311, 0.901447
15.153284, 5.095252, 0.965062, 0.952975
15.104160, 5.181726, 0.879243, 0.979458
15.030867, 5.248925, 0.811357, 0.978092
14.941606, 5.293374, 0.766853, 0.959000
14.845564, 5.320826, 0.739416, 0.924244
14.746791, 5.335650, 0.724600, 0.884887
14.646980, 5.340217, 0.720033, 0.845570
14.547076, 5.337594, 0.722656, 0.809720
14.447396, 5.330206, 0.704732, 0.780370
14.347945, 5.320134, 0.695372, 0.760404
14.248565, 5.309379, 0.700984, 0.749675
14.149015, 5.300384, 0.709971, 0.740699
14.049196, 5.295118, 0.715236, 0.735439
13.949377, 5.289798, 0.720554, 0.730126
13.849566, 5.284334, 0.726017, 0.727618
13.749754, 5.278898, 0.731452, 0.736672
13.649884, 5.274983, 0.735366, 0.749893
13.549961, 5.272248, 0.738103, 0.762062
13.450071, 5.268523, 0.741828, 0.758337
13.350205, 5.264157, 0.744879, 0.753972
13.250354, 5.259499, 0.719972, 0.749314
13.150499, 5.254895, 0.708366, 0.744710
13.050627, 5.250691, 0.710367, 0.740507
12.950727, 5.247236, 0.713821, 0.737052
12.850795, 5.244877, 0.716181, 0.734693
12.750964, 5.239884, 0.721168, 0.735437
12.651153, 5.234421, 0.726623, 0.749169
12.551341, 5.228983, 0.732053, 0.768862
12.451421, 5.226294, 0.734743, 0.766174
12.351523, 5.222784, 0.738252, 0.762665
12.251660, 5.218367, 0.742665, 0.758249
12.151824, 5.213392, 0.738394, 0.753273
12.051998, 5.208206, 0.716718, 0.748087
11.952165, 5.203154, 0.708475, 0.743035
11.852310, 5.198584, 0.713036, 0.738465
11.752420, 5.194843, 0.716767, 0.743174
11.652493, 5.192279, 0.719320, 0.759851
11.552665, 5.187248, 0.724343, 0.777036
11.452854, 5.181776, 0.729806, 0.772264
11.353038, 5.176413, 0.735161, 0.766904
11.253116, 5.173843, 0.737722, 0.764338
11.153208, 5.170602, 0.740953, 0.761101
11.053331, 5.166536, 0.745010, 0.757039
10.953474, 5.161992, 0.733068, 0.752498
10.853623, 5.157317, 0.713665, 0.747827
10.753762, 5.152859, 0.707760, 0.746186
10.653877, 5.148963, 0.711652, 0.753543
10.553962, 5.145980, 0.714632, 0.774728
10.454066, 5.142740, 0.717868, 0.783864
10.354252, 5.137335, 0.723271, 0.778472
10.254441, 5.131863, 0.728741, 0.773014
10.154625, 5.126497, 0.734105, 0.767662
10.054705, 5.123884, 0.736715, 0.765051
9.954797, 5.120660, 0.739935, 0.761831
9.854919, 5.116605, 0.743987, 0.757783
9.755062, 5.112066, 0.726874, 0.753758
9.655210, 5.107391, 0.710260, 0.762788
9.555350, 5.102927, 0.707304, 0.782399
9.455466, 5.099021, 0.711210, 0.789206
9.355551, 5.096020, 0.714210, 0.786206
9.255654, 5.092824, 0.717406, 0.783011
9.155839, 5.087422, 0.722808, 0.777614
9.056029, 5.081950, 0.728280, 0.772147
8.956117, 5.079019, 0.731211, 0.769217
8.856225, 5.075358, 0.734872, 0.765558
8.756374, 5.070688, 0.739542, 0.764085
8.656556, 5.065356, 0.744874, 0.766091
8.556755, 5.059709, 0.723619, 0.776974
8.456952, 5.054094, 0.710829, 0.793885
8.357129, 5.048857, 0.711603, 0.788648
8.257271, 5.044344, 0.716114, 0.784135
8.157371, 5.040904, 0.719555, 0.780695
8.057479, 5.037511, 0.722948, 0.777302
7.957627, 5.033110, 0.727348, 0.772901
7.857716, 5.029990, 0.730469, 0.769781
7.757853, 5.025594, 0.734864, 0.765385
7.658035, 5.020271, 0.740184, 0.765920
7.558249, 5.014369, 0.746084, 0.778814
7.458477, 5.008233, 0.748774, 0.798154
7.358698, 5.002209, 0.726034, 0.792129
7.258893, 4.996643, 0.716180, 0.786562
7.159046, 4.991881, 0.719398, 0.781801
7.059152, 4.988273, 0.723004, 0.778194
6.959220, 4.985885, 0.725393, 0.775808
6.859311, 4.982718, 0.728559, 0.772641
6.759455, 4.978182, 0.733089, 0.768106
6.659649, 4.972628, 0.738634, 0.771022
6.559883, 4.966402, 0.744847, 0.776793
6.460137, 4.959850, 0.751384, 0.791957
6.360390, 4.953319, 0.757902, 0.793883
6.260620, 4.947152, 0.752401, 0.787718
6.160809, 4.941696, 0.732091, 0.782264
6.060947, 4.937299, 0.724055, 0.777871
5.961026, 4.935273, 0.726074, 0.775848
5.861112, 4.932787, 0.728551, 0.773367
5.761254, 4.928273, 0.733057, 0.768857
5.661448, 4.922734, 0.738590, 0.763320
5.561681, 4.916518, 0.744802, 0.768239
5.461935, 4.909969, 0.751346, 0.785623
5.362189, 4.903435, 0.757876, 0.794448
5.262419, 4.897259, 0.764048, 0.788288
5.162609, 4.891787, 0.769513, 0.782829
5.062747, 4.887368, 0.757259, 0.778418
4.962834, 4.884350, 0.737419, 0.775404
4.862904, 4.881890, 0.730274, 0.772945
4.763014, 4.878157, 0.732335, 0.769217
4.663172, 4.873304, 0.737186, 0.765084
4.563370, 4.867680, 0.742809, 0.773185
4.463593, 4.861631, 0.748858, 0.783892
4.363820, 4.855503, 0.754985, 0.795642
4.264032, 4.849642, 0.760845, 0.789786
4.164210, 4.844394, 0.766092, 0.784543
4.064342, 4.840106, 0.770378, 0.780257
3.964427, 4.837128, 0.773353, 0.777279
3.864498, 4.834656, 0.752301, 0.774808
3.764612, 4.830834, 0.736063, 0.770987
3.664779, 4.825800, 0.734426, 0.766126
3.564993, 4.819903, 0.740324, 0.763605
3.465238, 4.813489, 0.746737, 0.773582
3.365495, 4.806905, 0.753322, 0.795920
3.265740, 4.800494, 0.759732, 0.790278
3.165954, 4.794603, 0.765623, 0.784388
3.066120, 4.789578, 0.770648, 0.779363
2.966233, 4.785768, 0.774458, 0.775553
2.866304, 4.783304, 0.776922, 0.773089
2.766389, 4.780313, 0.779913, 0.770097
2.666522, 4.776015, 0.755526, 0.765800
2.566700, 4.770760, 0.743608, 0.766540
2.466912, 4.764895, 0.745638, 0.779594
2.367140, 4.758767, 0.751762, 0.795039
2.267362, 4.752720, 0.757804, 0.792662
2.167560, 4.747102, 0.763420, 0.787043
2.067717, 4.742257, 0.768262, 0.782198
1.967827, 4.738535, 0.771984, 0.778478
1.867897, 4.736082, 0.774439, 0.776025
1.767984, 4.733050, 0.777471, 0.772995
1.668123, 4.728620, 0.781900, 0.768566
1.568313, 4.723141, 0.780734, 0.767596
1.468544, 4.716960, 0.759796, 0.770264
1.368798, 4.710424, 0.752033, 0.785396
1.269052, 4.703877, 0.757507, 0.794490
1.169284, 4.697665, 0.763705, 0.788280
1.069478, 4.692134, 0.769226, 0.782751
0.969619, 4.687631, 0.773723, 0.778252
0.869709, 4.684506, 0.776847, 0.775131
0.769861, 4.679985, 0.781363, 0.770614
0.670041, 4.674697, 0.786641, 0.765329
0.570132, 4.671855, 0.789483, 0.762492
0.470211, 4.669072, 0.792266, 0.770968
0.370315, 4.665490, 0.781478, 0.791299
0.270382, 4.663559, 0.759108, 0.804473
0.170453, 4.661079, 0.750058, 0.801993
0.070511, 4.660110, 0.751020, 0.801023
-0.029420, 4.662458, 0.748670, 0.803365
-0.129330, 4.665633, 0.745497, 0.806533
-0.229257, 4.665316, 0.745809, 0.807127
-0.329044, 4.659591, 0.751530, 0.810593
-0.428292, 4.647816, 0.763320, 0.812469
-0.526291, 4.628277, 0.782926, 0.818753
-0.621802, 4.598972, 0.812416, 0.827111
-0.712741, 4.557674, 0.853874, 0.834661
-0.795953, 4.502527, 0.908224, 0.838277
-0.868195, 4.433701, 0.891050, 0.836231
-0.926878, 4.352990, 0.832368, 0.828043
-0.971050, 4.263446, 0.788389, 0.814845
-1.001299, 4.168247, 0.758285, 0.798750
-1.020162, 4.070139, 0.739491, 0.772343
-1.029677, 3.970669, 0.729996, 0.748334
-1.032324, 3.870759, 0.727348, 0.730338
-1.030087, 3.770829, 0.713494, 0.720899
-1.024732, 3.671013, 0.696480, 0.715544
-1.018369, 3.571256, 0.694606, 0.709182
-1.013240, 3.471431, 0.695975, 0.704053
-1.011077, 3.371497, 0.698138, 0.701890
-1.009192, 3.271565, 0.700022, 0.700005
-1.009192, 3.171605, 0.700021, 0.700004
-1.009192, 3.071644, 0.700020, 0.700004
-1.009192, 2.971684, 0.700019, 0.700004
-1.009192, 2.871723, 0.700019, 0.700004
-1.009192, 2.771763, 0.700018, 0.700003
-1.009192, 2.671802, 0.700017, 0.700003
-1.009192, 2.571842, 0.700016, 0.700003
-1.009192, 2.471881, 0.700015, 0.700003
-1.009192, 2.371921, 0.700015, 0.700002
-1.009192, 2.271960, 0.700014, 0.700002
-1.009192, 2.172000, 0.700013, 0.700002
-1.009192, 2.072039, 0.700012, 0.700002
-1.009192, 1.972078, 0.700012, 0.700002
-1.009192, 1.872118, 0.700011, 0.700001
-1.009192, 1.772157, 0.700010, 0.700001
-1.009192, 1.672197, 0.700010, 0.700001
-1.009192, 1.572236, 0.700009, 0.700001
-1.010418, 1.472296, 0.698782, 0.701227
-1.013819, 1.372399, 0.695382, 0.704627
-1.016630, 1.272484, 0.692570, 0.707439
-1.017742, 1.172533, 0.691458, 0.715414
-1.018463, 1.072578, 0.690736, 0.736610
-1.020109, 0.972631, 0.689090, 0.767636
-1.020547, 0.872675, 0.688651, 0.801205
-1.017808, 0.772762, 0.666660, 0.842528
-1.010159, 0.673115, 0.654215, 0.888995
-0.996356, 0.574143, 0.663048, 0.938665
-0.974788, 0.476589, 0.684557, 0.989452
-0.944528, 0.381373, 0.714733, 1.039977
-0.904967, 0.289640, 0.754227, 1.075164
-0.856385, 0.202330, 0.802879, 1.099741
-0.798060, 0.121237, 0.861638, 1.115820
-0.729512, 0.048578, 0.930680, 1.124542
-0.651713, -0.014080, 1.007497, 1.128500
-0.566264, -0.065843, 1.093739, 1.127986
-0.475015, -0.106544, 1.184177, 1.123825
-0.379759, -0.136719, 1.204037, 1.117274
-0.281990, -0.157363, 1.183433, 1.109783
-0.182793, -0.169421, 1.171358, 1.102560
-0.082973, -0.174264, 1.166519, 1.095988
0.016973, -0.173739, 1.163819, 1.085537
0.116835, -0.169433, 1.143746, 1.080455
0.216606, -0.163284, 1.134016, 1.074306
0.316420, -0.157946, 1.132242, 1.068970
0.416202, -0.152107, 1.138081, 1.063131
0.515958, -0.145784, 1.144403, 1.056808
0.615830, -0.142129, 1.148057, 1.053155
0.715771, -0.140335, 1.149848, 1.051365
0.815721, -0.139774, 1.142671, 1.050807
0.915681, -0.140022, 1.119508, 1.051059
1.015640, -0.140619, 1.104589, 1.051658
1.115566, -0.138594, 1.101221, 1.049636
1.215509, -0.137887, 1.101927, 1.048932
1.315465, -0.138262, 1.101551, 1.057981
1.415416, -0.139628, 1.100185, 1.077240
1.515371, -0.140439, 1.099372, 1.104713
1.615307, -0.138616, 1.089844, 1.137879
1.715060, -0.132438, 1.073928, 1.174661
1.814267, -0.120361, 1.073096, 1.213250
1.912313, -0.101033, 1.088780, 1.252063
2.008210, -0.072938, 1.116848, 1.288859
2.100465, -0.034577, 1.155199, 1.315740
2.187046, 0.015233, 1.205108, 1.337352
2.265563, 0.076926, 1.267237, 1.349255
2.333756, 0.149837, 1.207185, 1.348704
2.390105, 0.232246, 1.135343, 1.340349
2.434196, 0.321836, 1.073334, 1.325210
2.465704, 0.416598, 1.029401, 1.299032
2.487041, 0.514197, 1.003773, 1.260866
2.500201, 0.613251, 0.990611, 1.221766
2.506798, 0.712973, 0.984014, 1.183528
2.508278, 0.812912, 0.982534, 1.147812
2.506065, 0.912845, 0.984747, 1.116335
2.502168, 1.012729, 0.988644, 1.091469
2.498866, 1.112634, 0.991947, 1.068988
2.494717, 1.212504, 0.996096, 1.036005
2.490723, 1.312385, 1.000090, 1.012010
2.486739, 1.412266, 1.004074, 0.997511
2.484175, 1.512191, 1.006638, 0.994333
2.481708, 1.612115, 1.009105, 0.991870
2.478983, 1.712038, 1.011831, 0.989149
2.476779, 1.811974, 1.019276, 0.992562
2.477034, 1.911929, 1.033949, 1.002456
2.481385, 2.011779, 1.053948, 1.026027
2.491585, 2.111187, 1.077247, 1.051382
2.509704, 2.209437, 1.101511, 1.069546
2.538164, 2.305168, 1.123980, 1.098138
2.579467, 2.396053, 1.141503, 1.114307
2.635560, 2.478598, 1.150750, 1.032358
2.707067, 2.548173, 1.148479, 0.966242
2.790668, 2.602618, 1.135485, 0.916735
2.882565, 2.641625, 1.113711, 0.892659
