# x_m, y_m, w_tr_right_m, w_tr_left_m
-6.048544, -2.827605, 0.917478, 0.917478
-6.198244, -2.823686, 0.927629, 0.927629
-6.347570, -2.835015, 0.937786, 0.937786
-6.497323, -2.837128, 0.947929, 0.947929
-6.647041, -2.836298, 0.958040, 0.958040
-6.796272, -2.823649, 0.968098, 0.968098
-6.945446, -2.811095, 0.978084, 0.978084
-7.095198, -2.808998, 0.987980, 0.987980
-7.244917, -2.810105, 0.997766, 0.997766
-7.394438, -2.818644, 1.007422, 1.007422
-7.541590, -2.814009, 1.016932, 1.016932
-7.682518, -2.763780, 1.026275, 1.026275
-7.823173, -2.715584, 1.035434, 1.035434
-7.943985, -2.629423, 1.044392, 1.044392
-8.020027, -2.506991, 1.053130, 1.053130
-8.031584, -2.357764, 1.061633, 1.061633
-8.043696, -2.208759, 1.069884, 1.069884
-8.039686, -2.059136, 1.077868, 1.077868
-8.003885, -1.915541, 1.085569, 1.085569
-7.944275, -1.778197, 1.092973, 1.092973
-7.888064, -1.639430, 1.100067, 1.100067
-7.791862, -1.527491, 1.106236, 1.106236
-7.680707, -1.427155, 1.106236, 1.106236
-7.574499, -1.321604, 1.106236, 1.106236
-7.481061, -1.205017, 1.106236, 1.106236
-7.344800, -1.142859, 1.106236, 1.106236
-7.241166, -1.034968, 1.106236, 1.106236
-7.137610, -0.926770, 1.106236, 1.106236
-7.036958, -0.816516, 1.106236, 1.106236
-6.973220, -0.681000, 1.106236, 1.106236
-6.904287, -0.548076, 1.106236, 1.106236
-6.846553, -0.410023, 1.106236, 1.106236
-6.814004, -0.263892, 1.106236, 1.106236
-6.796903, -0.115103, 1.106236, 1.106236
-6.823509, 0.032276, 1.106236, 1.106236
-6.867865, 0.175302, 1.106236, 1.106236
-6.956723, 0.295397, 1.106236, 1.106236
-7.042659, 0.418049, 1.106236, 1.106236
-7.137284, 0.534124, 1.106236, 1.106236
-7.234072, 0.648375, 1.106236, 1.106236
-7.336404, 0.757496, 1.106236, 1.106236
-7.424411, 0.878667, 1.106236, 1.106236
-7.513224, 0.999068, 1.106236, 1.106236
-7.608192, 1.114819, 1.106236, 1.106236
-7.692609, 1.238217, 1.106236, 1.106236
-7.762243, 1.370625, 1.106236, 1.106236
-7.836253, 1.500598, 1.106236, 1.106236
-7.888328, 1.640131, 1.106236, 1.106236
-7.924413, 1.785438, 1.106236, 1.106236
-7.958756, 1.928569, 1.106236, 1.106236
-7.939677, 2.076570, 1.106236, 1.106236
-7.889923, 2.208722, 1.106236, 1.106236
-7.774826, 2.302897, 1.106236, 1.106236
-7.632809, 2.343894, 1.106236, 1.106236
-7.492854, 2.396478, 1.106236, 1.106236
-7.344780, 2.407378, 1.106236, 1.106236
-7.195114, 2.402636, 1.101321, 1.101321
-7.045845, 2.413506, 1.094877, 1.094877
-6.898856, 2.387085, 1.088199, 1.088199
-6.750393, 2.367528, 1.081302, 1.081302
-6.600900, 2.358664, 1.074198, 1.074198
-6.453033, 2.334952, 1.066902, 1.066902
-6.304037, 2.319922, 1.059428, 1.059428
-6.156181, 2.297036, 1.051788, 1.051788
-6.006857, 2.294673, 1.043998, 1.043998
-5.863413, 2.251759, 1.036071, 1.036071
-5.722335, 2.202102, 1.028020, 1.028020
-5.575532, 2.172570, 1.019859, 1.019859
-5.428203, 2.146139, 1.011602, 1.011602
-5.281822, 2.117245, 1.003261, 1.003261
-5.132143, 2.112508, 0.994849, 0.994849
-4.982814, 2.105416, 0.986379, 0.986379
-4.834340, 2.085886, 0.977863, 0.977863
-4.685158, 2.075913, 0.969313, 0.969313
-4.535415, 2.075418, 0.960740, 0.960740
-4.386386, 2.063699, 0.952156, 0.952156
-4.237544, 2.052521, 0.943571, 0.943571
-4.087815, 2.055803, 0.934996, 0.934996
-3.939762, 2.041881, 0.926441, 0.926441
-3.793286, 2.044438, 0.917915, 0.917915
-3.646336, 2.043500, 0.909427, 0.909427
-3.500064, 2.052041, 0.900985, 0.900985
-3.352689, 2.057431, 0.892597, 0.892597
-3.203356, 2.053352, 0.884272, 0.884272
-3.053698, 2.059042, 0.876015, 0.876015
-2.904190, 2.067703, 0.867834, 0.867834
-2.754527, 2.071233, 0.859734, 0.859734
-2.605389, 2.059866, 0.851721, 0.851721
-2.457357, 2.073186, 0.843799, 0.843799
-2.308435, 2.072226, 0.835974, 0.835974
-2.160775, 2.090951, 0.828249, 0.828249
-2.011605, 2.099973, 0.820627, 0.820627
-1.862166, 2.109561, 0.813113, 0.813113
-1.712451, 2.110463, 0.805707, 0.805707
-1.565866, 2.081307, 0.798413, 0.798413
-1.416567, 2.083618, 0.791233, 0.791233
-1.268004, 2.102263, 0.784167, 0.784167
-1.118938, 2.089863, 0.777217, 0.777217
-0.969587, 2.078707, 0.770383, 0.770383
-0.821929, 2.053734, 0.763666, 0.763666
-0.672176, 2.052295, 0.757065, 0.757065
-0.522418, 2.053572, 0.750581, 0.750581
-0.372755, 2.059189, 0.744212, 0.744212
-0.223122, 2.063030, 0.737959, 0.737959
-0.073663, 2.057846, 0.731819, 0.731819
0.075644, 2.069191, 0.725793, 0.725793
0.224529, 2.065865, 0.719877, 0.719877
0.371507, 2.040751, 0.714072, 0.714072
0.521155, 2.044335, 0.708375, 0.708375
0.670246, 2.047669, 0.702786, 0.702786
0.819047, 2.036974, 0.697301, 0.697301
0.968490, 2.046828, 0.691920, 0.691920
1.118032, 2.053697, 0.686640, 0.686640
1.267397, 2.047312, 0.681460, 0.681460
1.414881, 2.022699, 0.676379, 0.676379
1.562113, 2.007367, 0.671394, 0.671394
1.711278, 2.020648, 0.666504, 0.666504
1.860505, 2.032883, 0.661709, 0.661709
2.009921, 2.031298, 0.657006, 0.657006
2.157593, 2.042908, 0.652394, 0.652394
2.301925, 2.034165, 0.647873, 0.647873
2.448254, 2.011558, 0.643441, 0.643441
2.596324, 1.994497, 0.639099, 0.639099
2.744120, 1.991215, 0.634845, 0.634845
2.893393, 2.001457, 0.630680, 0.630680
3.043132, 2.003625, 0.626603, 0.626603
3.192897, 2.004521, 0.622616, 0.622616
3.341821, 2.017870, 0.618718, 0.618718
3.491205, 2.024630, 0.614909, 0.614909
3.640959, 2.023310, 0.611192, 0.611192
3.790720, 2.021876, 0.607568, 0.607568
3.938594, 2.000610, 0.604037, 0.604037
4.087842, 1.998696, 0.600602, 0.600602
4.237389, 2.006656, 0.597264, 0.597264
4.387103, 2.005735, 0.594026, 0.594026
4.534849, 1.982340, 0.590889, 0.590889
4.684354, 1.975882, 0.587858, 0.587858
4.830974, 2.005240, 0.584933, 0.584933
4.979345, 2.025459, 0.582118, 0.582118
5.129000, 2.021545, 0.579417, 0.579417
5.278691, 2.026342, 0.576832, 0.576832
5.428025, 2.026722, 0.574367, 0.574367
5.572024, 1.986622, 0.572024, 0.572024
5.721730, 1.989028, 0.569809, 0.569809
5.870426, 2.005851, 0.567723, 0.567723
6.016441, 2.033900, 0.565772, 0.565772
6.164628, 2.013955, 0.563958, 0.563958
6.314240, 2.018672, 0.562285, 0.562285
6.463198, 2.030387, 0.560757, 0.560757
6.612081, 2.015809, 0.559377, 0.559377
6.759473, 1.997483, 0.558148, 0.558148
6.908279, 2.014416, 0.557075, 0.557075
7.057353, 2.028682, 0.556160, 0.556160
7.205856, 2.027729, 0.555406, 0.555406
7.352282, 1.996286, 0.554816, 0.554816
7.497007, 1.959546, 0.554393, 0.554393
7.631186, 1.895404, 0.554140, 0.554140
7.745846, 1.800142, 0.554058, 0.554058
7.833861, 1.680853, 0.554149, 0.554149
7.888619, 1.541563, 0.554415, 0.554415
7.922380, 1.396897, 0.554857, 0.554857
7.937368, 1.248301, 0.555477, 0.555477
7.939611, 1.101830, 0.556274, 0.556274
7.927713, 0.954051, 0.557249, 0.557249
7.922824, 0.804753, 0.558402, 0.558402
7.948829, 0.659639, 0.559732, 0.559732
7.954161, 0.511666, 0.561238, 0.561238
7.940608, 0.362535, 0.562919, 0.562919
7.905059, 0.217213, 0.564773, 0.564773
7.908529, 0.067788, 0.566796, 0.566796
7.902332, -0.081850, 0.568987, 0.568987
7.901791, -0.231467, 0.571342, 0.571342
7.919937, -0.379858, 0.573858, 0.573858
7.951116, -0.526343, 0.576530, 0.576530
7.956599, -0.673399, 0.579353, 0.579353
7.954771, -0.821296, 0.582322, 0.582322
7.955817, -0.970124, 0.585431, 0.585431
7.941036, -1.119155, 0.588676, 0.588676
7.940359, -1.268674, 0.592048, 0.592048
7.953244, -1.417838, 0.595540, 0.595540
7.975704, -1.565894, 0.599147, 0.599147
7.971853, -1.715589, 0.602859, 0.602859
7.967576, -1.865190, 0.606669, 0.606669
7.953535, -2.014169, 0.610568, 0.610568
7.938290, -2.161394, 0.614546, 0.614546
7.879998, -2.299115, 0.618596, 0.618596
7.804593, -2.428193, 0.622707, 0.622707
7.710110, -2.543369, 0.626870, 0.626870
7.590985, -2.631966, 0.631075, 0.631075
7.451537, -2.686256, 0.635311, 0.635311
7.306920, -2.724479, 0.639568, 0.639568
7.158358, -2.743446, 0.643836, 0.643836
7.009602, -2.758198, 0.648104, 0.648104
6.860555, -2.748767, 0.652361, 0.652361
6.712064, -2.761771, 0.656596, 0.656596
6.563103, -2.750061, 0.660799, 0.660799
