# x_m, y_m, w_tr_right_m, w_tr_left_m
16.082352, -2.511749, 0.561767, 0.601784
16.181993, -2.506966, 0.582866, 0.653329
16.280465, -2.491267, 0.623579, 0.689648
16.376600, -2.464830, 0.659643, 0.728165
16.465443, -2.419929, 0.717391, 0.759971
16.542146, -2.356612, 0.797631, 0.773414
16.596329, -2.273267, 0.893339, 0.766911
16.626459, -2.178378, 0.872617, 0.735366
16.639463, -2.079538, 0.797019, 0.689073
16.638668, -1.979874, 0.738253, 0.630494
16.623797, -1.881280, 0.697799, 0.570747
16.598034, -1.784898, 0.650336, 0.513409
16.565154, -1.690715, 0.606644, 0.463578
16.524521, -1.599610, 0.570794, 0.423368
16.480415, -1.510100, 0.538604, 0.378419
16.434574, -1.421469, 0.518356, 0.353583
16.388205, -1.333108, 0.514105, 0.355442
16.341983, -1.244673, 0.484174, 0.367243
16.295892, -1.156179, 0.454144, 0.372759
16.247108, -1.069130, 0.427083, 0.378832
16.199110, -0.981656, 0.399204, 0.384170
16.148659, -0.895576, 0.374076, 0.387689
16.098606, -0.809259, 0.359192, 0.389993
16.047365, -0.723639, 0.362064, 0.397345
15.996778, -0.637628, 0.350716, 0.394685
15.947251, -0.551013, 0.366018, 0.406889
15.900760, -0.462727, 0.402995, 0.406424
15.860685, -0.371382, 0.408272, 0.431230
15.831424, -0.276014, 0.406623, 0.476407
15.815697, -0.177615, 0.393880, 0.495649
15.813995, -0.077922, 0.391039, 0.510274
15.823925, 0.021298, 0.389608, 0.527242
15.845648, 0.118564, 0.389407, 0.511806
15.880079, 0.212106, 0.401318, 0.528516
15.924495, 0.301410, 0.424286, 0.501111
15.978247, 0.385372, 0.417587, 0.470771
16.042335, 0.461815, 0.421848, 0.434666
16.111798, 0.533432, 0.423358, 0.421475
16.184473, 0.601784, 0.421046, 0.398954
16.261952, 0.664589, 0.410782, 0.391321
16.343931, 0.721426, 0.393273, 0.390099
16.428754, 0.773985, 0.372291, 0.390908
16.515432, 0.823404, 0.373831, 0.378321
16.603190, 0.870903, 0.398975, 0.393732
16.690978, 0.918342, 0.402842, 0.388393
16.778832, 0.965651, 0.408023, 0.390396
16.865288, 1.015480, 0.421252, 0.414312
16.949503, 1.068978, 0.436851, 0.409264
17.030966, 1.126587, 0.451820, 0.387161
17.108519, 1.189295, 0.463800, 0.360170
17.180081, 1.258779, 0.485530, 0.350779
17.245592, 1.334005, 0.513258, 0.361132
17.305251, 1.413947, 0.548820, 0.390348
17.358341, 1.498387, 0.567044, 0.414104
17.407292, 1.585322, 0.575300, 0.453572
17.449556, 1.675671, 0.607250, 0.501733
17.483185, 1.769577, 0.646282, 0.542079
17.507986, 1.866201, 0.681865, 0.588962
17.523980, 1.964637, 0.679837, 0.640777
17.530119, 2.064171, 0.673705, 0.685670
17.526566, 2.163833, 0.677261, 0.719161
17.512352, 2.262530, 0.696789, 0.754776
17.484371, 2.358143, 0.742103, 0.788699
17.440581, 2.447600, 0.810101, 0.817837
17.380530, 2.526965, 0.802482, 0.832806
17.306669, 2.593824, 0.734637, 0.827686
17.220181, 2.643375, 0.692791, 0.813094
17.128006, 2.681443, 0.676036, 0.792964
17.032273, 2.709521, 0.668856, 0.765571
16.934471, 2.729220, 0.654658, 0.732261
16.835555, 2.742246, 0.651308, 0.704829
16.736089, 2.750059, 0.668241, 0.685631
16.636375, 2.753656, 0.675282, 0.676441
16.536603, 2.753801, 0.686945, 0.676597
16.436858, 2.750954, 0.715347, 0.673766
16.337081, 2.750956, 0.728915, 0.673780
16.237423, 2.755818, 0.724216, 0.678652
16.137795, 2.761456, 0.732427, 0.684301
16.038301, 2.768890, 0.752135, 0.691751
15.939022, 2.778946, 0.749870, 0.703294
15.839588, 2.787200, 0.744343, 0.714684
15.739907, 2.791823, 0.755723, 0.734493
15.640164, 2.794375, 0.781775, 0.764951
15.540402, 2.796623, 0.786824, 0.806415
15.440628, 2.797611, 0.802637, 0.843469
15.340850, 2.798906, 0.819432, 0.870913
15.241117, 2.801848, 0.826465, 0.881874
15.141501, 2.807607, 0.821795, 0.906488
15.042007, 2.815191, 0.821618, 0.942766
14.942749, 2.825431, 0.830843, 0.945434
14.843674, 2.837311, 0.841451, 0.930614
14.744486, 2.848208, 0.839971, 0.925375
14.645557, 2.861265, 0.848129, 0.926411
14.546781, 2.875418, 0.854154, 0.915334
14.448091, 2.889957, 0.839572, 0.915462
14.350101, 2.908800, 0.832082, 0.914599
14.252536, 2.929743, 0.834379, 0.893820
14.154938, 2.950490, 0.828671, 0.874590
14.057366, 2.971397, 0.808961, 0.859326
13.959201, 2.989307, 0.804338, 0.849191
13.860347, 3.002891, 0.816368, 0.844640
13.761531, 3.016706, 0.815036, 0.842648
13.662842, 3.031470, 0.812358, 0.845624
13.564085, 3.045775, 0.813872, 0.834145
13.465364, 3.060325, 0.817945, 0.834771
13.367139, 3.077882, 0.805530, 0.849011
13.268775, 3.094590, 0.806237, 0.841545
13.170056, 3.109160, 0.819134, 0.843706
13.071836, 3.126725, 0.808702, 0.850113
12.973559, 3.143950, 0.809319, 0.848480
12.874917, 3.159028, 0.814306, 0.841667
12.776400, 3.174831, 0.803776, 0.847372
12.678264, 3.192915, 0.787721, 0.848574
12.579655, 3.208128, 0.781741, 0.843610
12.481009, 3.223113, 0.788673, 0.849400
12.382785, 3.240706, 0.788508, 0.837008
12.284375, 3.257157, 0.783261, 0.835266
12.185456, 3.270292, 0.793832, 0.841124
12.086813, 3.285288, 0.794149, 0.827859
11.988264, 3.300956, 0.779225, 0.827189
11.889347, 3.313967, 0.779611, 0.835828
11.790699, 3.329001, 0.790654, 0.844273
11.692056, 3.344074, 0.784650, 0.833134
11.593338, 3.358622, 0.772902, 0.833342
11.494976, 3.375428, 0.771665, 0.835782
11.396447, 3.391219, 0.784256, 0.827161
11.297432, 3.403426, 0.779819, 0.826918
11.198144, 3.413401, 0.783053, 0.836415
11.098963, 3.424380, 0.790242, 0.829882
10.999823, 3.435738, 0.792533, 0.818721
10.900889, 3.448647, 0.786770, 0.821204
10.801957, 3.461581, 0.793583, 0.812696
10.702895, 3.473596, 0.805037, 0.803972
10.603832, 3.485607, 0.793007, 0.807575
10.505248, 3.501055, 0.786850, 0.823051
10.406265, 3.513700, 0.793136, 0.810513
10.307353, 3.526893, 0.802446, 0.805020
10.208660, 3.541523, 0.787774, 0.813287
10.110068, 3.556848, 0.783886, 0.828616
10.011308, 3.571130, 0.793685, 0.842904
9.912582, 3.585650, 0.793694, 0.828355
9.814180, 3.602150, 0.778148, 0.809390
9.715697, 3.618229, 0.775665, 0.802043
9.617342, 3.635080, 0.785174, 0.788005
9.518954, 3.651733, 0.779924, 0.782905
9.420041, 3.664845, 0.782495, 0.786916
9.320964, 3.676729, 0.798850, 0.798821
9.222130, 3.690447, 0.787844, 0.788883
9.123608, 3.706208, 0.777207, 0.785007
9.024932, 3.721062, 0.780221, 0.792846
8.926327, 3.736375, 0.791905, 0.807896
8.827642, 3.751165, 0.784358, 0.795489
8.729239, 3.767684, 0.782095, 0.794526
8.630846, 3.784303, 0.785944, 0.806110
8.532131, 3.798769, 0.779823, 0.820562
8.432910, 3.809387, 0.778574, 0.804958
8.333759, 3.820636, 0.789404, 0.800615
8.234703, 3.832698, 0.796649, 0.807888
8.135624, 3.844568, 0.784754, 0.807486
8.036702, 3.857586, 0.783290, 0.794726
7.937610, 3.869342, 0.795710, 0.793116
7.838558, 3.881442, 0.797824, 0.804328
7.739796, 3.895613, 0.784796, 0.803399
7.640947, 3.909184, 0.784950, 0.793225
7.542020, 3.922258, 0.798179, 0.795031
7.443151, 3.935729, 0.792867, 0.808540
7.344717, 3.952087, 0.779736, 0.824956
7.245911, 3.966043, 0.781688, 0.838954
7.147189, 3.980593, 0.795654, 0.840360
7.048778, 3.997013, 0.786595, 0.816809
6.950385, 4.013568, 0.779610, 0.805157
6.851881, 4.029521, 0.782045, 0.794454
6.753415, 4.045711, 0.782574, 0.783944
6.654830, 4.061152, 0.774510, 0.785306
6.555649, 4.072132, 0.783706, 0.794796
6.456555, 4.083779, 0.794899, 0.801519
6.357853, 4.098357, 0.780290, 0.791333
6.259221, 4.113412, 0.774790, 0.794139
6.160403, 4.127290, 0.783265, 0.800375
6.061593, 4.141230, 0.788162, 0.795884
5.962902, 4.155894, 0.773457, 0.788078
5.864269, 4.170939, 0.770146, 0.793234
5.765365, 4.184189, 0.781487, 0.806514
5.666421, 4.197133, 0.782172, 0.819489
5.567844, 4.212594, 0.767823, 0.812467
5.469258, 4.228032, 0.766328, 0.807776
5.370486, 4.242227, 0.778978, 0.814116
5.271612, 4.255643, 0.776242, 0.818888
5.172730, 4.268915, 0.779010, 0.813467
5.073465, 4.279119, 0.797413, 0.806695
4.974105, 4.288338, 0.789925, 0.810103
4.874920, 4.299220, 0.784563, 0.819352
4.775504, 4.307697, 0.794229, 0.799510
4.676017, 4.315449, 0.812897, 0.791109
4.576574, 4.323604, 0.812474, 0.795641
4.477267, 4.333281, 0.813507, 0.798197
4.377781, 4.341029, 0.826079, 0.779270
4.278328, 4.349198, 0.829663, 0.773287
4.179165, 4.360219, 0.828487, 0.782960
4.080151, 4.372620, 0.837886, 0.795299
3.981127, 4.384947, 0.844740, 0.807567
3.882015, 4.396530, 0.833193, 0.819100
3.783120, 4.409767, 0.831851, 0.832277
3.684050, 4.421624, 0.843779, 0.844086
3.584932, 4.433167, 0.846191, 0.855585
3.485839, 4.444922, 0.836557, 0.853086
3.386693, 4.456218, 0.839228, 0.840997
3.287425, 4.466381, 0.854752, 0.839522
3.187990, 4.474724, 0.853627, 0.847882
3.088585, 4.483373, 0.849200, 0.836929
2.989156, 4.491804, 0.856673, 0.823738
2.889588, 4.498398, 0.877310, 0.820689
2.789957, 4.503642, 0.880425, 0.825942
2.690790, 4.514710, 0.875899, 0.837032
2.591767, 4.527036, 0.881444, 0.849385
2.492521, 4.537373, 0.891194, 0.859741
2.393087, 4.545732, 0.891118, 0.868115
2.293417, 4.550272, 0.905907, 0.874585
2.193676, 4.547963, 0.931323, 0.885521
2.094533, 4.536914, 0.942326, 0.898832
1.996971, 4.516168, 0.972345, 0.913266
1.902445, 4.484456, 0.995980, 0.917748
1.812703, 4.441002, 0.910490, 0.909713
1.729113, 4.386670, 0.832261, 0.891709
1.651754, 4.323792, 0.767015, 0.872337
1.582803, 4.251762, 0.720784, 0.851723
1.521812, 4.172869, 0.669388, 0.820423
1.468756, 4.088420, 0.625373, 0.780701
1.423454, 3.999560, 0.591451, 0.743596
1.387591, 3.906456, 0.583427, 0.708464
1.357389, 3.811365, 0.554207, 0.680264
1.331979, 3.714882, 0.541917, 0.658392
1.311136, 3.617322, 0.552446, 0.635265
1.295611, 3.518751, 0.543232, 0.619808
1.281367, 3.419985, 0.544345, 0.598756
1.267680, 3.321141, 0.547696, 0.570397
1.256945, 3.221979, 0.554984, 0.555705
1.246339, 3.122763, 0.545475, 0.558586
1.233175, 3.023850, 0.551527, 0.565719
1.220424, 2.924887, 0.567279, 0.555064
1.207683, 2.825916, 0.558805, 0.551196
1.194866, 2.726955, 0.567293, 0.559358
1.182551, 2.627930, 0.577909, 0.571624
1.167308, 2.529314, 0.569023, 0.559151
1.152683, 2.430604, 0.561983, 0.554200
1.139506, 2.331691, 0.573951, 0.565616
1.124328, 2.233066, 0.570673, 0.580666
1.112886, 2.133939, 0.569461, 0.592030
1.101976, 2.034750, 0.585926, 0.580496
1.092246, 1.935439, 0.589164, 0.573369
1.080395, 1.836360, 0.577290, 0.575014
1.069277, 1.737194, 0.579382, 0.586162
1.059801, 1.637859, 0.599932, 0.595660
1.051025, 1.538466, 0.599048, 0.604455
1.041606, 1.439125, 0.605508, 0.602396
1.032650, 1.339745, 0.628403, 0.584931
1.024997, 1.240260, 0.622253, 0.579357
1.013980, 1.141100, 0.613640, 0.594127
1.001751, 1.042065, 0.619939, 0.625814
0.994207, 0.942579, 0.640687, 0.666876
0.990699, 0.842867, 0.642452, 0.716182
0.989393, 0.743095, 0.661617, 0.759112
0.993112, 0.643402, 0.689405, 0.801001
1.003964, 0.544250, 0.700252, 0.846493
1.023398, 0.446423, 0.726786, 0.893516
1.052570, 0.351054, 0.774271, 0.940344
1.092578, 0.259701, 0.838908, 0.978130
1.144127, 0.174330, 0.895421, 1.003603
1.204428, 0.094897, 0.966510, 1.028126
1.274995, 0.024438, 1.050140, 1.048540
1.355960, -0.033791, 1.143062, 1.062336
1.443381, -0.081823, 1.161056, 1.073377
1.535480, -0.120142, 1.145097, 1.082865
1.630776, -0.149633, 1.129515, 1.092115
1.728145, -0.171335, 1.123462, 1.102369
1.826779, -0.186303, 1.133061, 1.114726
1.926173, -0.194554, 1.136558, 1.117328
2.025932, -0.196795, 1.151390, 1.100181
2.125717, -0.197457, 1.170927, 1.087537
2.225499, -0.198402, 1.189346, 1.078327
2.325235, -0.200469, 1.205435, 1.079431
2.424637, -0.209132, 1.223039, 1.064846
2.523829, -0.219955, 1.246313, 1.057653
2.623144, -0.229626, 1.259034, 1.058692
2.721950, -0.243408, 1.265507, 1.072510
2.820524, -0.258924, 1.263069, 1.088070
2.919409, -0.272248, 1.249729, 1.101837
3.018824, -0.280634, 1.241336, 1.119504
3.118568, -0.282617, 1.245191, 1.139448
3.218138, -0.276460, 1.264959, 1.159797
3.316614, -0.260597, 1.301280, 1.170974
3.413579, -0.237266, 1.350667, 1.175085
3.507147, -0.202818, 1.276707, 1.176029
