# x_m, y_m, w_tr_right_m, w_tr_left_m
-7.425918, -3.829033, 1.048783, 1.048783
-7.575311, -3.840643, 1.041186, 1.041186
-7.724630, -3.853171, 1.033756, 1.033756
-7.874162, -3.854673, 1.026500, 1.026500
-8.023817, -3.847246, 1.019426, 1.019426
-8.173409, -3.838563, 1.012540, 1.012540
-8.323043, -3.830657, 1.005848, 1.005848
-8.472050, -3.814847, 0.999357, 0.999357
-8.621300, -3.801583, 0.993072, 0.993072
-8.770497, -3.805623, 0.986997, 0.986997
-8.919329, -3.805859, 0.981137, 0.981137
-9.067952, -3.787238, 0.975495, 0.975495
-9.217438, -3.776893, 0.970075, 0.970075
-9.364296, -3.747130, 0.964876, 0.964876
-9.504189, -3.694838, 0.959902, 0.959902
-9.632455, -3.619312, 0.955150, 0.955150
-9.747595, -3.524189, 0.950619, 0.950619
-9.848418, -3.414592, 0.946304, 0.946304
-9.881869, -3.268530, 0.942200, 0.942200
-9.916997, -3.122865, 0.938296, 0.938296
-9.926272, -2.975558, 0.934579, 0.934579
-9.909861, -2.826617, 0.931031, 0.931031
-9.892243, -2.677813, 0.927629, 0.927629
-9.836595, -2.538744, 0.924341, 0.924341
-9.778388, -2.400675, 0.921129, 0.921129
-9.712182, -2.266488, 0.917945, 0.917945
-9.635994, -2.137577, 0.914730, 0.914730
-9.551365, -2.014009, 0.911411, 0.911411
-9.450841, -1.902887, 0.907904, 0.907904
-9.360322, -1.783619, 0.904108, 0.904108
-9.262656, -1.670382, 0.899910, 0.899910
-9.157783, -1.563381, 0.895179, 0.895179
-9.054956, -1.454974, 0.889773, 0.889773
-8.970425, -1.331251, 0.883538, 0.883538
-8.870973, -1.219246, 0.876312, 0.876312
-8.780846, -1.099791, 0.867931, 0.867931
-8.698537, -0.974674, 0.858234, 0.858234
-8.625030, -0.844392, 0.847070, 0.847070
-8.564514, -0.707323, 0.834310, 0.834310
-8.511750, -0.567076, 0.819856, 0.819856
-8.489214, -0.419808, 0.803649, 0.803649
-8.482293, -0.270281, 0.785683, 0.785683
-8.490820, -0.121315, 0.766014, 0.766014
-8.521561, 0.025196, 0.744766, 0.744766
-8.572888, 0.165974, 0.722142, 0.722142
-8.632592, 0.303365, 0.698422, 0.698422
-8.716634, 0.425823, 0.673966, 0.673966
-8.802151, 0.547980, 0.649206, 0.649206
-8.877529, 0.677237, 0.624639, 0.624639
-8.965621, 0.798452, 0.600811, 0.600811
-9.054001, 0.919456, 0.578301, 0.578301
-9.146629, 1.037207, 0.557696, 0.557696
-9.237591, 1.156240, 0.539569, 0.539569
-9.321374, 1.280198, 0.524454, 0.524454
-9.395250, 1.410562, 0.512820, 0.512820
-9.466860, 1.542187, 0.505049, 0.505049
-9.539409, 1.673296, 0.501416, 0.501416
-9.605546, 1.807646, 0.502077, 0.502077
-9.669545, 1.943123, 0.507056, 0.507056
-9.732991, 2.078756, 0.516246, 0.516246
-9.785669, 2.219035, 0.529414, 0.529414
-9.825124, 2.363552, 0.546209, 0.546209
-9.850072, 2.511009, 0.566182, 0.566182
-9.859808, 2.660168, 0.588804, 0.588804
-9.851231, 2.808971, 0.613494, 0.613494
-9.805896, 2.951792, 0.639640, 0.639640
-9.730807, 3.080762, 0.666628, 0.666628
-9.620576, 3.171046, 0.693865, 0.693865
-9.479074, 3.218527, 0.720802, 0.720802
-9.331595, 3.245039, 0.746948, 0.746948
