# x_m, y_m, w_tr_right_m, w_tr_left_m
-8.063455, -2.754081, 1.044897, 1.044897
-7.913539, -2.752395, 1.039838, 1.039838
-7.763987, -2.762347, 1.034680, 1.034680
-7.614101, -2.758257, 1.029431, 1.029431
-7.464365, -2.761869, 1.024094, 1.024094
-7.315367, -2.777401, 1.018677, 1.018677
-7.165548, -2.782663, 1.013185, 1.013185
-7.015880, -2.790729, 1.007624, 1.007624
-6.866117, -2.787186, 1.001999, 1.001999
-6.717053, -2.771401, 0.996317, 0.996317
-6.568297, -2.752627, 0.990583, 0.990583
-6.418802, -2.743676, 0.984803, 0.984803
-6.269197, -2.735661, 0.978983, 0.978983
-6.119625, -2.725471, 0.973128, 0.973128
-5.970191, -2.713513, 0.967245, 0.967245
-5.822516, -2.688540, 0.961338, 0.961338
-5.674432, -2.665369, 0.955413, 0.955413
-5.524961, -2.654717, 0.949475, 0.949475
-5.375385, -2.644203, 0.943531, 0.943531
-5.225557, -2.638573, 0.937584, 0.937584
-5.075613, -2.638022, 0.931640, 0.931640
-4.925676, -2.635923, 0.925704, 0.925704
-4.775788, -2.636995, 0.919781, 0.919781
-4.628328, -2.609996, 0.913876, 0.913876
-4.483755, -2.570196, 0.907993, 0.907993
-4.339490, -2.529288, 0.902136, 0.902136
-4.196118, -2.485692, 0.896310, 0.896310
-4.054453, -2.437709, 0.890520, 0.890520
-3.907642, -2.407189, 0.884768, 0.884768
-3.762055, -2.371691, 0.879059, 0.879059
-3.618997, -2.326815, 0.873397, 0.873397
-3.476984, -2.278672, 0.867785, 0.867785
-3.338317, -2.222337, 0.862226, 0.862226
-3.211224, -2.144120, 0.856724, 0.856724
-3.083035, -2.067684, 0.851282, 0.851282
-2.946241, -2.006369, 0.845902, 0.845902
-2.806856, -1.951139, 0.840588, 0.840588
-2.664473, -1.904325, 0.835340, 0.835340
-2.529517, -1.840270, 0.830163, 0.830163
-2.389668, -1.787171, 0.825059, 0.825059
-2.254687, -1.722381, 0.820028, 0.820028
-2.131476, -1.637247, 0.815073, 0.815073
-2.007780, -1.552489, 0.810196, 0.810196
-1.863985, -1.510921, 0.805398, 0.805398
-1.717063, -1.481336, 0.800681, 0.800681
-1.567404, -1.471969, 0.796045, 0.796045
-1.417931, -1.460757, 0.791492, 0.791492
-1.270231, -1.435880, 0.787023, 0.787023
-1.126993, -1.392247, 0.782638, 0.782638
-0.986167, -1.342246, 0.778338, 0.778338
-0.839243, -1.312304, 0.774124, 0.774124
-0.692388, -1.282157, 0.769995, 0.769995
-0.547249, -1.244669, 0.765952, 0.765952
-0.404437, -1.199131, 0.761995, 0.761995
-0.265952, -1.142144, 0.758124, 0.758124
-0.127917, -1.083841, 0.754339, 0.754339
0.013115, -1.032943, 0.750640, 0.750640
0.152930, -0.978894, 0.747026, 0.747026
0.288068, -0.914174, 0.743497, 0.743497
0.428239, -0.861995, 0.740052, 0.740052
0.568298, -0.808594, 0.736691, 0.736691
0.706147, -0.749601, 0.733413, 0.733413
0.842864, -0.688008, 0.730217, 0.730217
0.977155, -0.621310, 0.727104, 0.727104
1.106270, -0.545090, 0.724071, 0.724071
1.243346, -0.484336, 0.721117, 0.721117
1.377088, -0.416620, 0.718243, 0.718243
1.516109, -0.360438, 0.715448, 0.715448
1.657025, -0.309234, 0.712729, 0.712729
1.801068, -0.269158, 0.710086, 0.710086
1.949558, -0.248455, 0.707519, 0.707519
2.097492, -0.223964, 0.705026, 0.705026
2.245905, -0.202607, 0.702606, 0.702606
2.394974, -0.186843, 0.700258, 0.700258
2.544657, -0.178240, 0.697982, 0.697982
2.693994, -0.166277, 0.695776, 0.695776
2.843371, -0.160165, 0.693640, 0.693640
2.991477, -0.179824, 0.691572, 0.691572
3.139716, -0.201288, 0.689572, 0.689572
3.289091, -0.198881, 0.687639, 0.687639
3.437872, -0.180668, 0.685772, 0.685772
3.586944, -0.164676, 0.683970, 0.683970
3.736757, -0.161003, 0.682234, 0.682234
3.886649, -0.164736, 0.680561, 0.680561
4.036584, -0.166871, 0.678952, 0.678952
4.186262, -0.158206, 0.677406, 0.677406
4.334096, -0.133214, 0.675923, 0.675923
4.483169, -0.118328, 0.674502, 0.674502
4.632847, -0.127051, 0.673144, 0.673144
4.782093, -0.141325, 0.671847, 0.671847
4.931849, -0.146572, 0.670611, 0.670611
5.081692, -0.140837, 0.669438, 0.669438
5.231472, -0.139507, 0.668326, 0.668326
5.380658, -0.153373, 0.667275, 0.667275
5.528121, -0.180000, 0.666286, 0.666286
5.672390, -0.220133, 0.665359, 0.665359
5.809302, -0.279980, 0.664495, 0.664495
5.935981, -0.359729, 0.663693, 0.663693
6.036720, -0.467763, 0.662953, 0.662953
6.115310, -0.595334, 0.662277, 0.662277
6.162164, -0.736231, 0.661665, 0.661665
6.173382, -0.885125, 0.661117, 0.661117
6.180396, -1.034895, 0.660635, 0.660635
6.186310, -1.184726, 0.660217, 0.660217
6.178441, -1.334372, 0.659867, 0.659867
6.164380, -1.483658, 0.659583, 0.659583
6.161346, -1.633554, 0.659368, 0.659368
6.152092, -1.783218, 0.659221, 0.659221
6.140046, -1.932686, 0.659145, 0.659145
6.127631, -2.082124, 0.659138, 0.659138
6.114878, -2.231533, 0.659203, 0.659203
6.102399, -2.380958, 0.659341, 0.659341
6.103842, -2.529752, 0.659552, 0.659552
6.140068, -2.675135, 0.659837, 0.659837
6.195966, -2.813367, 0.660197, 0.660197
6.282504, -2.934667, 0.660633, 0.660633
6.397259, -3.028929, 0.661147, 0.661147
6.533230, -3.089860, 0.661738, 0.661738
6.676182, -3.135138, 0.662408, 0.662408
6.818486, -3.182375, 0.663158, 0.663158
6.965497, -3.204200, 0.663988, 0.663988
7.114502, -3.220127, 0.664899, 0.664899
7.263969, -3.231111, 0.665892, 0.665892
7.413315, -3.221238, 0.666967, 0.666967
7.562944, -3.211638, 0.668125, 0.668125
7.712222, -3.223729, 0.669367, 0.669367
7.859602, -3.251163, 0.670693, 0.670693
8.006314, -3.282145, 0.672103, 0.672103
8.154499, -3.305047, 0.673597, 0.673597
8.303288, -3.323304, 0.675176, 0.675176
8.450654, -3.350907, 0.676840, 0.676840
8.599175, -3.371497, 0.678589, 0.678589
8.748319, -3.386763, 0.680422, 0.680422
8.897987, -3.395872, 0.682340, 0.682340
9.047774, -3.397826, 0.684341, 0.684341
9.192326, -3.368511, 0.686427, 0.686427
9.331049, -3.311822, 0.688595, 0.688595
9.470578, -3.257022, 0.690845, 0.690845
9.595556, -3.177348, 0.693176, 0.693176
9.690154, -3.062887, 0.695588, 0.695588
9.763314, -2.932206, 0.698079, 0.698079
9.812075, -2.791074, 0.700648, 0.700648
9.840330, -2.643983, 0.703293, 0.703293
9.860894, -2.495459, 0.706014, 0.706014
9.878286, -2.346522, 0.708808, 0.708808
9.892473, -2.197246, 0.711673, 0.711673
9.895830, -2.047358, 0.714608, 0.714608
9.910850, -1.898172, 0.717611, 0.717611
9.926620, -1.749051, 0.720679, 0.720679
9.943008, -1.600009, 0.723809, 0.723809
9.964665, -1.451628, 0.727000, 0.727000
9.987555, -1.303451, 0.730249, 0.730249
10.016434, -1.156328, 0.733553, 0.733553
10.041874, -1.009027, 0.736909, 0.736909
10.057291, -0.860246, 0.740315, 0.740315
10.094128, -0.715168, 0.743766, 0.743766
10.133544, -0.570790, 0.747259, 0.747259
10.149653, -0.422311, 0.750792, 0.750792
10.150963, -0.272370, 0.754361, 0.754361
10.159450, -0.122821, 0.757963, 0.757963
10.168100, 0.026818, 0.761592, 0.761592
10.153360, 0.175428, 0.765247, 0.765247
10.134025, 0.324103, 0.768922, 0.768922
10.121937, 0.473537, 0.772615, 0.772615
10.115176, 0.623327, 0.776320, 0.776320
10.124323, 0.772883, 0.780035, 0.780035
10.141767, 0.921806, 0.783754, 0.783754
10.133597, 1.071417, 0.787473, 0.787473
10.098997, 1.217318, 0.791189, 0.791189
10.057983, 1.361459, 0.794897, 0.794897
9.995789, 1.496757, 0.798593, 0.798593
9.894617, 1.606939, 0.802272, 0.802272
9.781784, 1.705505, 0.805931, 0.805931
9.676522, 1.812300, 0.809564, 0.809564
9.565335, 1.911905, 0.813168, 0.813168
9.438627, 1.991762, 0.816738, 0.816738
9.303592, 2.056264, 0.820270, 0.820270
9.160271, 2.098261, 0.823760, 0.823760
9.012439, 2.123074, 0.827203, 0.827203
8.863400, 2.138985, 0.830596, 0.830596
8.713715, 2.147490, 0.833934, 0.833934
8.563849, 2.152490, 0.837213, 0.837213
8.413915, 2.154163, 0.840430, 0.840430
8.264067, 2.159226, 0.843581, 0.843581
8.114564, 2.170583, 0.846661, 0.846661
7.965532, 2.187086, 0.849668, 0.849668
7.816258, 2.201303, 0.852598, 0.852598
7.666338, 2.202156, 0.855448, 0.855448
7.516415, 2.201198, 0.858214, 0.858214
7.367047, 2.214385, 0.860893, 0.860893
7.217924, 2.227060, 0.863483, 0.863483
7.068508, 2.214650, 0.865980, 0.865980
6.919373, 2.201817, 0.868382, 0.868382
6.769477, 2.205783, 0.870687, 0.870687
6.619606, 2.210477, 0.872892, 0.872892
6.469675, 2.213030, 0.874996, 0.874996
6.319784, 2.216978, 0.876996, 0.876996
6.170173, 2.226369, 0.878892, 0.878892
6.020993, 2.241481, 0.880680, 0.880680
5.871660, 2.254727, 0.882361, 0.882361
5.721867, 2.260489, 0.883934, 0.883934
5.571923, 2.261402, 0.885397, 0.885397
5.422048, 2.265355, 0.886749, 0.886749
5.272815, 2.279183, 0.887992, 0.887992
5.124199, 2.299084, 0.889124, 0.889124
4.975641, 2.319491, 0.890145, 0.890145
4.826336, 2.333139, 0.891057, 0.891057
4.676832, 2.344732, 0.891859, 0.891859
4.528016, 2.363095, 0.892552, 0.892552
4.378482, 2.373387, 0.893138, 0.893138
4.229098, 2.361319, 0.893618, 0.893618
4.081525, 2.334886, 0.893993, 0.893993
3.932564, 2.318572, 0.894266, 0.894266
3.782672, 2.314472, 0.894437, 0.894437
3.632745, 2.314235, 0.894510, 0.894510
3.482897, 2.319589, 0.894487, 0.894487
3.333380, 2.330315, 0.894370, 0.894370
3.184223, 2.345726, 0.894162, 0.894162
3.034683, 2.355381, 0.893867, 0.893867
2.885033, 2.363683, 0.893488, 0.893488
2.736344, 2.382381, 0.893028, 0.893028
2.587196, 2.394878, 0.892491, 0.892491
2.437277, 2.395579, 0.891882, 0.891882
2.287558, 2.401984, 0.891203, 0.891203
2.137774, 2.408836, 0.890459, 0.890459
1.987944, 2.414902, 0.889655, 0.889655
1.838254, 2.423684, 0.888796, 0.888796
1.689669, 2.443476, 0.887885, 0.887885
1.541847, 2.468632, 0.886929, 0.886929
1.392620, 2.483201, 0.885931, 0.885931
1.243336, 2.497280, 0.884897, 0.884897
1.094611, 2.514994, 0.883833, 0.883833
0.944744, 2.510051, 0.882743, 0.882743
0.795298, 2.508648, 0.881634, 0.881634
0.647422, 2.533232, 0.880509, 0.880509
0.500557, 2.563490, 0.879377, 0.879377
0.353684, 2.593663, 0.878240, 0.878240
0.207281, 2.626093, 0.877107, 0.877107
0.059920, 2.653309, 0.875981, 0.875981
-0.089142, 2.668345, 0.874869, 0.874869
-0.238964, 2.670726, 0.873777, 0.873777
-0.388771, 2.674119, 0.872711, 0.872711
-0.537718, 2.690303, 0.871675, 0.871675
-0.686539, 2.708588, 0.870676, 0.870676
-0.835927, 2.721302, 0.869719, 0.869719
-0.985612, 2.730160, 0.868811, 0.868811
-1.135455, 2.735757, 0.867956, 0.867956
-1.282960, 2.761203, 0.867159, 0.867159
-1.428466, 2.797369, 0.866427, 0.866427
-1.575981, 2.824180, 0.865765, 0.865765
-1.723370, 2.851527, 0.865177, 0.865177
-1.873150, 2.857705, 0.864669, 0.864669
-2.022982, 2.851726, 0.864245, 0.864245
-2.172773, 2.845934, 0.863911, 0.863911
-2.322515, 2.851510, 0.863670, 0.863670
-2.471799, 2.861695, 0.863527, 0.863527
-2.621605, 2.855115, 0.863487, 0.863487
-2.771117, 2.856067, 0.863553, 0.863553
-2.920367, 2.870441, 0.863729, 0.863729
-3.070053, 2.876820, 0.864019, 0.864019
-3.219750, 2.882862, 0.864426, 0.864426
-3.369085, 2.896406, 0.864953, 0.864953
-3.518670, 2.898361, 0.865604, 0.865604
-3.668514, 2.899504, 0.866380, 0.866380
-3.817610, 2.914238, 0.867285, 0.867285
-3.967255, 2.918337, 0.868320, 0.868320
-4.117051, 2.912053, 0.869488, 0.869488
-4.266921, 2.914355, 0.870789, 0.870789
-4.414436, 2.940092, 0.872226, 0.872226
-4.560138, 2.975493, 0.873799, 0.873799
-4.709871, 2.982052, 0.875509, 0.875509
-4.859721, 2.987348, 0.877357, 0.877357
-5.009256, 2.998520, 0.879343, 0.879343
-5.158792, 3.009693, 0.881467, 0.881467
-5.308328, 3.020866, 0.883728, 0.883728
-5.457863, 3.032039, 0.886126, 0.886126
-5.607399, 3.043212, 0.888660, 0.888660
-5.756935, 3.054385, 0.891329, 0.891329
-5.906470, 3.065558, 0.894131, 0.894131
-6.056006, 3.076731, 0.897064, 0.897064
-6.205541, 3.087903, 0.900126, 0.900126
-6.355077, 3.099076, 0.903315, 0.903315
-6.504613, 3.110249, 0.906628, 0.906628
-6.654148, 3.121422, 0.910063, 0.910063
-6.803739, 3.131819, 0.913615, 0.913615
-6.953585, 3.133738, 0.917282, 0.917282
-7.102333, 3.117015, 0.921059, 0.921059
-7.247224, 3.079299, 0.924943, 0.924943
-7.385314, 3.021342, 0.928930, 0.928930
-7.513795, 2.944310, 0.933015, 0.933015
-7.630052, 2.849752, 0.937192, 0.937192
-7.731440, 2.739357, 0.941458, 0.941458
-7.815595, 2.615345, 0.945808, 0.945808
-7.881225, 2.480668, 0.950234, 0.950234
-7.927008, 2.338068, 0.954733, 0.954733
-7.952024, 2.190445, 0.959298, 0.959298
-7.955776, 2.040800, 0.963924, 0.963924
-7.938193, 1.892174, 0.968603, 0.968603
-7.899640, 1.747587, 0.973331, 0.973331
-7.840905, 1.609976, 0.978100, 0.978100
-7.763185, 1.482138, 0.982904, 0.982904
-7.668061, 1.366670, 0.987736, 0.987736
-7.558831, 1.264261, 0.992590, 0.992590
-7.442122, 1.170155, 0.997459, 0.997459
-7.323794, 1.078045, 1.002335, 1.002335
-7.205466, 0.985935, 1.007212, 1.007212
-7.087138, 0.893825, 1.012082, 1.012082
-6.968810, 0.801715, 1.016939, 1.016939
-6.850482, 0.709605, 1.021775, 1.021775
-6.732154, 0.617495, 1.026584, 1.026584
-6.613826, 0.525385, 1.031357, 1.031357
-6.495498, 0.433275, 1.036088, 1.036088
-6.377171, 0.341165, 1.040769, 1.040769
-6.258919, 0.248959, 1.045394, 1.045394
-6.142840, 0.154130, 1.049956, 1.049956
-6.037912, 0.047351, 1.054446, 1.054446
-5.952305, -0.075391, 1.058860, 1.058860
-5.888403, -0.210654, 1.063189, 1.063189
-5.847985, -0.354644, 1.067427, 1.067427
-5.832174, -0.503328, 1.071567, 1.071567
-5.841405, -0.652540, 1.075603, 1.075603
-5.875416, -0.798100, 1.079528, 1.079528
-5.933251, -0.935930, 1.083337, 1.083337
-6.013289, -1.062168, 1.087023, 1.087023
-6.113292, -1.173273, 1.090580, 1.090580
-6.230458, -1.266127, 1.094003, 1.094003
-6.361510, -1.338121, 1.097286, 1.097286
-6.502779, -1.387228, 1.100424, 1.100424
-6.650307, -1.412057, 1.103411, 1.103411
-6.799963, -1.411896, 1.105058, 1.105058
-6.947549, -1.386732, 1.105058, 1.105058
-7.088924, -1.337249, 1.105058, 1.105058
-7.220118, -1.264811, 1.105058, 1.105058
-7.336889, -1.170816, 1.105058, 1.105058
-7.441850, -1.063735, 1.105058, 1.105058
-7.543056, -0.953087, 1.105058, 1.105058
-7.644262, -0.842438, 1.105058, 1.105058
-7.745468, -0.731790, 1.105058, 1.105058
-7.848165, -0.622577, 1.105058, 1.105058
-7.958360, -0.521169, 1.105058, 1.105058
-8.079768, -0.433580, 1.105058, 1.105058
-8.211141, -0.361819, 1.105058, 1.105058
-8.350430, -0.307004, 1.105058, 1.105058
-8.495465, -0.269987, 1.105058, 1.105058
-8.643986, -0.251346, 1.105058, 1.105058
-8.793679, -0.251373, 1.105058, 1.105058
-8.942210, -0.270070, 1.105058, 1.105058
-9.087264, -0.307150, 1.105058, 1.105058
-9.226579, -0.362038, 1.105058, 1.105058
-9.357982, -0.433884, 1.105058, 1.105058
-9.479421, -0.521576, 1.105058, 1.105058
-9.588998, -0.623751, 1.105058, 1.105058
-9.685001, -0.738824, 1.105058, 1.105058
-9.765924, -0.865008, 1.105058, 1.105058
-9.829782, -1.000632, 1.105058, 1.105058
-9.876166, -1.143139, 1.105058, 1.105058
-9.904404, -1.290281, 1.105058, 1.105058
-9.914065, -1.439763, 1.105058, 1.105058
-9.905004, -1.589254, 1.105058, 1.105058
-9.877370, -1.736422, 1.105058, 1.105058
-9.831598, -1.878973, 1.102440, 1.102440
-9.768405, -2.014686, 1.099302, 1.099302
-9.688780, -2.141446, 1.095996, 1.095996
-9.593966, -2.257275, 1.092527, 1.092527
-9.485443, -2.360368, 1.088899, 1.088899
-9.364903, -2.449117, 1.085116, 1.085116
-9.234226, -2.522135, 1.081183, 1.081183
-9.095448, -2.578283, 1.077104, 1.077104
-8.950734, -2.616680, 1.072885, 1.072885
-8.802841, -2.640843, 1.068529, 1.068529
-8.654021, -2.659183, 1.064043, 1.064043
-8.505104, -2.676780, 1.059432, 1.059432
-8.356188, -2.694377, 1.054700, 1.054700
-8.207272, -2.711974, 1.049853, 1.049853
