# x_m, y_m, w_tr_right_m, w_tr_left_m
13.409936, -3.526369, 0.664232, 0.618707
13.508951, -3.539345, 0.670944, 0.653797
13.608343, -3.548903, 0.686706, 0.698516
13.708106, -3.552589, 0.690390, 0.739996
13.807729, -3.546892, 0.717234, 0.781806
13.905733, -3.528117, 0.757739, 0.822186
13.997098, -3.488713, 0.804555, 0.852732
14.066699, -3.418197, 0.885965, 0.852094
14.099931, -3.324572, 0.978200, 0.813298
14.109200, -3.225313, 0.902455, 0.762035
14.102137, -3.125816, 0.836708, 0.706244
14.082616, -3.027948, 0.780834, 0.649677
14.053918, -2.932342, 0.733375, 0.595876
14.018417, -2.839031, 0.692507, 0.537737
13.977725, -2.747846, 0.656888, 0.484283
13.932530, -2.658802, 0.625998, 0.442282
13.883823, -2.571645, 0.598937, 0.416332
13.831223, -2.486758, 0.576219, 0.409015
13.778811, -2.401755, 0.553311, 0.407484
13.723081, -2.318905, 0.534249, 0.422170
13.665370, -2.237406, 0.517528, 0.438844
13.604233, -2.158447, 0.504993, 0.451361
13.541764, -2.080539, 0.494131, 0.462215
13.476592, -2.004874, 0.486742, 0.469599
13.410424, -1.930087, 0.480671, 0.475667
13.340742, -1.858557, 0.479367, 0.476965
13.270589, -1.787484, 0.478717, 0.477608
13.198577, -1.718297, 0.480712, 0.488726
13.126297, -1.649388, 0.483091, 0.502836
13.053533, -1.580993, 0.490079, 0.506399
12.982543, -1.510759, 0.511095, 0.505858
12.912061, -1.440012, 0.521151, 0.506036
12.843554, -1.367366, 0.518226, 0.508941
12.777470, -1.292498, 0.512024, 0.515109
12.712311, -1.216828, 0.504605, 0.522489
12.648949, -1.139639, 0.494849, 0.532195
12.589365, -1.059523, 0.486926, 0.546591
12.533172, -0.976978, 0.495172, 0.565059
12.480479, -0.892160, 0.482869, 0.571728
12.433334, -0.804159, 0.483018, 0.566767
12.393736, -0.712550, 0.483515, 0.587326
12.364716, -0.617100, 0.486220, 0.610948
12.348343, -0.518749, 0.496319, 0.646988
12.349648, -0.419020, 0.495010, 0.701549
12.365531, -0.320515, 0.479089, 0.696914
12.395090, -0.225183, 0.463048, 0.637597
12.436472, -0.134356, 0.455622, 0.578224
12.487191, -0.048397, 0.458062, 0.532195
12.545159, 0.032866, 0.451987, 0.498445
12.607844, 0.110578, 0.429159, 0.462229
12.677737, 0.181873, 0.413494, 0.444392
12.752404, 0.248148, 0.407576, 0.422657
12.831560, 0.308968, 0.401837, 0.421251
12.913972, 0.365353, 0.415147, 0.413690
12.998217, 0.418937, 0.416780, 0.423805
13.084869, 0.468569, 0.425324, 0.422281
13.173328, 0.514875, 0.452625, 0.421499
13.263606, 0.557511, 0.460937, 0.441437
13.355518, 0.596534, 0.461186, 0.448846
13.448517, 0.632919, 0.461874, 0.442726
13.541636, 0.668968, 0.456010, 0.445339
13.635001, 0.704404, 0.452766, 0.456602
13.728735, 0.738845, 0.456423, 0.440940
13.822316, 0.773691, 0.444965, 0.441709
13.915708, 0.809052, 0.453056, 0.423657
14.008899, 0.844912, 0.450388, 0.428198
14.102823, 0.878828, 0.439742, 0.449510
14.198033, 0.908941, 0.447558, 0.460470
14.293427, 0.938483, 0.445184, 0.456104
14.388331, 0.969553, 0.450128, 0.463100
14.482381, 1.003105, 0.439266, 0.457748
14.575263, 1.039752, 0.439783, 0.463807
14.667182, 1.078769, 0.447357, 0.464623
14.757226, 1.121940, 0.448768, 0.453770
14.844535, 1.170395, 0.459360, 0.442855
14.928360, 1.224595, 0.485192, 0.443145
15.008159, 1.284558, 0.509029, 0.458640
15.080672, 1.353125, 0.537862, 0.483863
15.142681, 1.431314, 0.592918, 0.497345
15.190765, 1.518698, 0.662126, 0.512643
15.222568, 1.613184, 0.738468, 0.529301
15.236136, 1.711914, 0.828716, 0.545744
15.229059, 1.811320, 0.790379, 0.559550
15.201281, 1.907038, 0.707031, 0.556268
15.154967, 1.995340, 0.626429, 0.548018
15.093429, 2.073825, 0.563014, 0.539736
15.017275, 2.138288, 0.528925, 0.529560
14.932149, 2.190373, 0.492008, 0.505910
14.841730, 2.232608, 0.468020, 0.474404
14.747640, 2.265921, 0.451736, 0.453073
14.651146, 2.291434, 0.447128, 0.445084
14.552855, 2.309009, 0.459468, 0.451236
14.453880, 2.322253, 0.468602, 0.457861
14.354457, 2.331582, 0.484409, 0.467191
14.254812, 2.338157, 0.489808, 0.473766
14.155081, 2.343299, 0.511351, 0.478909
14.055267, 2.346281, 0.527843, 0.481891
13.955657, 2.353183, 0.549122, 0.488794
13.856286, 2.362969, 0.564049, 0.498583
13.757114, 2.374699, 0.565742, 0.510318
13.657873, 2.385837, 0.579967, 0.521460
13.558293, 2.393249, 0.588058, 0.528875
13.458975, 2.403583, 0.609748, 0.539214
13.359773, 2.415058, 0.620209, 0.550696
13.260572, 2.426552, 0.627800, 0.562198
13.161299, 2.437392, 0.634813, 0.573045
13.061700, 2.444520, 0.648056, 0.580178
12.962319, 2.454208, 0.667591, 0.589873
12.863049, 2.465086, 0.678954, 0.600760
12.763774, 2.475920, 0.693338, 0.611603
12.664425, 2.486036, 0.697301, 0.621727
12.564871, 2.493652, 0.714114, 0.629349
12.465531, 2.503864, 0.723829, 0.639571
12.366175, 2.513830, 0.739719, 0.649546
12.266677, 2.522366, 0.758511, 0.658090
12.167185, 2.530865, 0.764963, 0.666597
12.067673, 2.538975, 0.779345, 0.674713
11.968622, 2.551673, 0.783032, 0.687428
11.869786, 2.565960, 0.797712, 0.701736
11.770960, 2.580262, 0.808223, 0.716059
11.671897, 2.592877, 0.816510, 0.728692
11.573045, 2.606968, 0.815564, 0.742807
11.474755, 2.624626, 0.818044, 0.760502
11.376224, 2.640835, 0.834018, 0.776743
11.277698, 2.657128, 0.839745, 0.793072
11.178932, 2.671821, 0.844126, 0.807794
11.080190, 2.686684, 0.841183, 0.798967
10.982031, 2.705037, 0.846533, 0.797794
10.883588, 2.721816, 0.859078, 0.807465
10.785285, 2.739382, 0.866793, 0.825048
10.686589, 2.754613, 0.864042, 0.814300
10.587987, 2.770417, 0.863869, 0.812672
10.489659, 2.787801, 0.873582, 0.824823
10.391220, 2.804614, 0.883212, 0.840238
10.292844, 2.821787, 0.892867, 0.853169
10.194750, 2.840503, 0.882053, 0.844987
10.097190, 2.861738, 0.879905, 0.851119
9.999630, 2.883060, 0.888956, 0.868844
9.902376, 2.905742, 0.889730, 0.891473
9.804641, 2.926233, 0.889680, 0.902146
9.707276, 2.948362, 0.878816, 0.900032
9.610257, 2.971988, 0.877696, 0.910468
9.512883, 2.994146, 0.885707, 0.915710
9.415268, 3.015150, 0.888851, 0.914248
9.317721, 3.036479, 0.881649, 0.923968
9.220335, 3.058590, 0.874213, 0.926038
9.122889, 3.080429, 0.878422, 0.927177
9.025528, 3.102651, 0.883371, 0.920931
8.928025, 3.124237, 0.889383, 0.923237
8.830490, 3.145676, 0.878186, 0.933994
8.732909, 3.166905, 0.875187, 0.927020
8.635370, 3.188332, 0.883338, 0.921888
8.537868, 3.209921, 0.883372, 0.916713
8.440213, 3.230811, 0.892686, 0.921674
8.342615, 3.251962, 0.882139, 0.930653
8.245288, 3.274275, 0.881640, 0.928016
8.147601, 3.295012, 0.883362, 0.934482
8.049854, 3.315463, 0.886196, 0.939606
7.952078, 3.335778, 0.895498, 0.936676
7.854338, 3.356266, 0.899844, 0.926261
7.756927, 3.378205, 0.890683, 0.926472
7.659201, 3.398761, 0.885621, 0.935981
7.561628, 3.419978, 0.891110, 0.935967
7.463904, 3.440503, 0.897250, 0.933231
7.366256, 3.461372, 0.904588, 0.924826
7.268617, 3.482299, 0.894528, 0.927220
7.170886, 3.502828, 0.893044, 0.928458
7.073475, 3.524767, 0.899961, 0.933066
6.975741, 3.545282, 0.899992, 0.926871
6.878068, 3.566057, 0.909773, 0.921597
6.780460, 3.587107, 0.900263, 0.927393
6.682696, 3.607450, 0.902499, 0.934283
6.585156, 3.628820, 0.901086, 0.931387
6.487434, 3.649391, 0.904452, 0.921961
6.390023, 3.671330, 0.911544, 0.921122
6.292280, 3.691803, 0.907250, 0.929568
6.194509, 3.712141, 0.908076, 0.930504
6.097018, 3.733716, 0.902781, 0.931038
5.999172, 3.753692, 0.910125, 0.938104
5.901702, 3.775373, 0.914205, 0.939840
5.803975, 3.795923, 0.915939, 0.935320
5.706482, 3.817496, 0.912389, 0.928372
5.608817, 3.838315, 0.911375, 0.931359
5.511063, 3.858735, 0.917337, 0.929629
5.413581, 3.880351, 0.916935, 0.934660
5.315735, 3.900327, 0.925417, 0.929979
5.218257, 3.921967, 0.918738, 0.926304
5.120513, 3.942433, 0.921539, 0.924829
5.022910, 3.963524, 0.917944, 0.921941
4.925354, 3.984826, 0.921194, 0.930045
4.827618, 4.005328, 0.929229, 0.926196
4.730143, 4.026987, 0.925638, 0.925773
4.632298, 4.046962, 0.923883, 0.934360
4.534811, 4.068561, 0.919323, 0.935356
4.437050, 4.088944, 0.926813, 0.931598
4.339337, 4.109552, 0.931909, 0.922585
4.241891, 4.131336, 0.933982, 0.925538
4.144172, 4.151922, 0.923042, 0.937951
4.046689, 4.173542, 0.921781, 0.933050
3.948859, 4.193589, 0.932879, 0.935922
