# x_m, y_m, w_tr_right_m, w_tr_left_m
13.915829, -1.106533, 0.466268, 0.435130
14.015595, -1.112802, 0.459997, 0.441385
14.115354, -1.119296, 0.453502, 0.447864
14.215098, -1.126048, 0.446749, 0.454600
14.314917, -1.131525, 0.441273, 0.460066
14.414650, -1.138359, 0.434437, 0.481627
14.514574, -1.140999, 0.431799, 0.506031
14.614474, -1.138038, 0.434749, 0.537406
14.713891, -1.127930, 0.444802, 0.566216
14.811808, -1.108109, 0.464472, 0.595354
14.906282, -1.075831, 0.496458, 0.615371
14.994074, -1.028282, 0.543671, 0.634617
15.071460, -0.965382, 0.606710, 0.647439
15.129883, -0.884728, 0.688533, 0.638856
15.165923, -0.791900, 0.780277, 0.620227
15.181405, -0.693323, 0.878594, 0.595977
15.182329, -0.593403, 0.818881, 0.573293
15.172545, -0.493944, 0.753506, 0.556834
15.151827, -0.396221, 0.698850, 0.536078
15.122234, -0.300756, 0.652349, 0.517119
15.087480, -0.207037, 0.610880, 0.494139
15.046408, -0.115937, 0.575777, 0.480693
15.000653, -0.027057, 0.545563, 0.412072
14.952681, 0.060646, 0.517770, 0.354758
14.903117, 0.147460, 0.491754, 0.317426
14.853951, 0.234501, 0.447639, 0.305812
14.802903, 0.320429, 0.405582, 0.294234
14.748666, 0.404408, 0.383823, 0.290231
14.693425, 0.487731, 0.364225, 0.301660
14.636332, 0.569785, 0.346821, 0.297772
14.578186, 0.651108, 0.330677, 0.308136
14.518400, 0.731216, 0.316532, 0.322537
14.459538, 0.812016, 0.301300, 0.318718
14.401690, 0.893551, 0.284907, 0.319135
14.345893, 0.976484, 0.268817, 0.318743
14.293235, 1.061458, 0.261540, 0.328572
14.245658, 1.149354, 0.274653, 0.354342
14.202926, 1.239653, 0.315562, 0.387961
14.170171, 1.334078, 0.328827, 0.407977
14.147286, 1.431355, 0.321940, 0.420014
14.136230, 1.530688, 0.332974, 0.424105
14.133941, 1.630596, 0.335251, 0.445348
14.144864, 1.729927, 0.324536, 0.422873
14.167801, 1.827215, 0.302075, 0.390156
14.198243, 1.922397, 0.304090, 0.368216
14.235505, 2.015147, 0.330632, 0.346817
14.280005, 2.104582, 0.337945, 0.339493
14.332113, 2.189876, 0.350555, 0.351180
14.389342, 2.271815, 0.367973, 0.343655
14.449421, 2.351720, 0.381962, 0.359748
14.511498, 2.430071, 0.393452, 0.356550
14.574837, 2.507405, 0.403336, 0.379150
14.637537, 2.585269, 0.414046, 0.399206
14.699600, 2.663636, 0.425562, 0.399238
14.761239, 2.742341, 0.437618, 0.411056
14.821683, 2.821959, 0.451164, 0.411937
14.879988, 2.903163, 0.467344, 0.386426
14.935431, 2.986346, 0.486949, 0.363240
14.987002, 3.071970, 0.511028, 0.349430
15.034268, 3.160052, 0.523680, 0.344827
15.078274, 3.249803, 0.545482, 0.364933
15.121664, 3.339866, 0.569885, 0.408608
15.165793, 3.429568, 0.602152, 0.451506
15.204184, 3.521867, 0.640401, 0.489254
15.238169, 3.615871, 0.683104, 0.536778
15.267646, 3.711382, 0.730251, 0.593747
15.289933, 3.808774, 0.783967, 0.655595
15.304524, 3.907654, 0.842556, 0.716709
15.311839, 4.007331, 0.907386, 0.774321
15.307059, 4.106986, 0.981635, 0.828270
15.282370, 4.203607, 0.924970, 0.861454
15.230669, 4.288601, 0.839784, 0.870951
15.156587, 4.355065, 0.773043, 0.862668
15.067791, 4.400457, 0.727798, 0.840137
14.972137, 4.429109, 0.699259, 0.811146
14.873563, 4.445365, 0.683051, 0.781201
14.773911, 4.452873, 0.675557, 0.754549
14.673964, 4.454090, 0.674342, 0.734266
14.574050, 4.450869, 0.677563, 0.722841
14.474280, 4.444528, 0.683907, 0.716502
14.374606, 4.436820, 0.691621, 0.708799
14.274855, 4.430221, 0.698224, 0.702204
14.174923, 4.428098, 0.700348, 0.700080
14.074950, 4.428098, 0.700348, 0.700080
13.974978, 4.428098, 0.700348, 0.701056
13.875006, 4.428098, 0.700348, 0.706717
13.775033, 4.428098, 0.700348, 0.720090
13.675061, 4.428098, 0.700349, 0.703386
13.575088, 4.428098, 0.700349, 0.700688
13.475137, 4.426782, 0.701665, 0.699374
13.375189, 4.424650, 0.703797, 0.697245
13.275219, 4.424060, 0.704387, 0.696656
13.175251, 4.424837, 0.707551, 0.697435
13.075298, 4.426809, 0.714974, 0.699405
12.975371, 4.429798, 0.730223, 0.702391
12.875472, 4.433630, 0.744469, 0.706218
12.775601, 4.438131, 0.739969, 0.710712
12.675754, 4.443127, 0.734973, 0.715699
12.575923, 4.448443, 0.729658, 0.721006
12.476100, 4.453907, 0.724194, 0.726460
12.376276, 4.459345, 0.718756, 0.731889
12.276441, 4.464585, 0.713518, 0.737120
12.176587, 4.469452, 0.708651, 0.741980
12.076708, 4.473773, 0.704330, 0.746295
11.976801, 4.477375, 0.700729, 0.724109
11.876866, 4.480081, 0.698023, 0.712538
11.776904, 4.479174, 0.698930, 0.702773
11.676936, 4.478198, 0.699905, 0.701797
11.576968, 4.477262, 0.700842, 0.700861
11.477004, 4.476015, 0.702089, 0.699615
11.377062, 4.478137, 0.699967, 0.701732
11.277148, 4.481555, 0.696549, 0.705143
11.177264, 4.485732, 0.692373, 0.709313
11.077405, 4.490493, 0.687613, 0.714068
10.977566, 4.495664, 0.682442, 0.719234
10.877740, 4.501073, 0.677034, 0.724637
10.777918, 4.506546, 0.671562, 0.730105
10.678089, 4.511909, 0.666200, 0.735463
10.578246, 4.516990, 0.668049, 0.740539
10.478381, 4.521615, 0.685094, 0.745158
10.378489, 4.525610, 0.702683, 0.734026
10.278567, 4.528801, 0.699492, 0.712426
10.178620, 4.531013, 0.697280, 0.703503
10.078654, 4.532070, 0.696223, 0.704558
9.978712, 4.530598, 0.697694, 0.703087
9.878819, 4.526633, 0.701655, 0.699127
9.778897, 4.524063, 0.704224, 0.696560
9.678928, 4.524793, 0.703494, 0.697287
9.578975, 4.526722, 0.701565, 0.699214
9.479047, 4.529676, 0.698610, 0.702166
9.379147, 4.533480, 0.694806, 0.705968
9.279275, 4.537958, 0.690326, 0.710445
9.179427, 4.542938, 0.685344, 0.715424
9.079596, 4.548245, 0.680036, 0.720731
8.979772, 4.553705, 0.674573, 0.726191
8.879948, 4.559147, 0.669129, 0.731633
8.780114, 4.564396, 0.663878, 0.736882
8.680261, 4.569279, 0.658994, 0.741764
8.580383, 4.573623, 0.654649, 0.746107
8.480477, 4.577253, 0.651018, 0.729624
8.380543, 4.579995, 0.648276, 0.710266
8.280585, 4.581673, 0.646597, 0.703629
8.180615, 4.582113, 0.646158, 0.704069
